query_accession	evalue
GRMZM2G314882	PF10267
GRMZM5G856837	PF10267
GRMZM2G015590	PF11044
GRMZM2G121418	PF11044
GRMZM2G041701	PF12329
GRMZM2G058451	PF12329
GRMZM5G856837	PF12329
GRMZM2G314882	PF12329
GRMZM2G061906	PF12329
GRMZM2G158179	PF12329
GRMZM2G088870	PF12329
AC192247.3_FGP003	PF12329
GRMZM2G048928	PF12329
GRMZM2G173379	PF12329
GRMZM5G815736	PF12329
GRMZM2G075655	PF12329
GRMZM2G086464	PF12329
AC226735.2_FGP001	PF12329
AC200060.5_FGP001	PF12329
GRMZM2G093744	PF12329
GRMZM2G069630	PF12329
GRMZM2G014409	PF12329
GRMZM2G129264	PF12329
GRMZM2G017586	PF12329
AC194047.3_FGP005	PF12329
GRMZM2G075796	PF12329
GRMZM2G039855	PF12329
GRMZM2G150984	PF12329
GRMZM2G020974	PF12329
GRMZM2G460416	PF12329
GRMZM2G129502	PF12329
GRMZM2G161666	PF12329
GRMZM2G070553	PF12329
AC196790.3_FGP005	PF12329
GRMZM2G461286	PF12329
GRMZM2G083875	PF12329
GRMZM2G036206	PF12329
GRMZM2G007914	PF12329
GRMZM5G804770	PF12329
GRMZM2G448957	PF12329
AC194932.2_FGP001	PF12329
GRMZM2G054418	PF12329
GRMZM2G306645	PF12329
GRMZM2G493946	PF12329
GRMZM2G033141	PF12329
GRMZM2G006363	PF12329
GRMZM5G831408	PF12329
GRMZM2G034882	PF12329
GRMZM2G150257	PF12325
GRMZM2G103613	PF12325
GRMZM2G165890	PF12325
GRMZM2G114444	PF12325
GRMZM2G178650	PF12325
GRMZM2G032350	PF12325
GRMZM2G152688	PF12325
GRMZM2G062738	PF12325
GRMZM5G893820	PF12325
AC209819.3_FGP006	PF12325
GRMZM5G880280	PF12325
GRMZM2G061906	PF12325
GRMZM2G058451	PF12325
GRMZM2G379613	PF12325
GRMZM2G005592	PF12325
GRMZM2G013524	PF12325
GRMZM2G146878	PF12325
GRMZM2G095724	PF12325
GRMZM2G169871	PF12325
GRMZM2G179802	PF12325
GRMZM2G493946	PF12325
GRMZM2G384339	PF12325
GRMZM2G083875	PF12325
GRMZM2G115456	PF12325
GRMZM2G059906	PF12325
GRMZM2G014409	PF12325
GRMZM2G083394	PF12325
GRMZM2G160621	PF12325
AC194341.4_FGP003	PF12325
AC200060.5_FGP001	PF12325
GRMZM2G405133	PF12325
GRMZM5G871347	PF12325
GRMZM2G467640	PF12325
GRMZM2G392106	PF12325
GRMZM2G120298	PF12325
GRMZM2G361968	PF12325
GRMZM2G161087	PF12325
GRMZM2G044736	PF12325
GRMZM2G137704	PF12325
GRMZM2G120091	PF12325
GRMZM2G006363	PF12325
AC189796.3_FGP004	PF12325
GRMZM2G066700	PF12325
AC191790.3_FGP005	PF12325
GRMZM2G378167	PF12325
GRMZM2G468535	PF12325
GRMZM2G349988	PF12325
GRMZM2G147572	PF12325
GRMZM2G427685	PF12325
GRMZM5G893921	PF12325
GRMZM2G095915	PF12325
GRMZM2G471080	PF12325
GRMZM2G076415	PF12325
AC235544.1_FGP002	PF12325
GRMZM2G324863	PF12325
GRMZM2G181390	PF12325
GRMZM2G379327	PF12325
GRMZM2G135790	PF12325
GRMZM2G060355	PF12325
GRMZM2G320703	PF12325
GRMZM2G315509	PF12325
GRMZM2G057065	PF12325
GRMZM2G151177	PF16038
GRMZM2G040964	PF16038
GRMZM2G031400	PF16038
GRMZM2G162702	PF16038
GRMZM2G402638	PF16038
GRMZM2G317938	PF16038
GRMZM2G180950	PF16038
GRMZM2G041668	PF16038
GRMZM2G440219	PF16038
GRMZM2G017386	PF16038
GRMZM2G409726	PF06234
GRMZM2G419891	PF06234
GRMZM2G118637	PF06234
GRMZM2G116292	PF06234
GRMZM2G044440	PF06234
GRMZM2G014119	PF06234
GRMZM2G401934	PF02581
GRMZM2G319109	PF02581
GRMZM2G088664	PF02581
GRMZM2G085381	PF02581
GRMZM5G841619	PF02581
GRMZM2G015436	PF02581
GRMZM2G046191	PF02581
GRMZM2G076239	PF02581
GRMZM2G444543	PF02581
GRMZM2G178960	PF02581
GRMZM2G046163	PF02581
GRMZM2G129246	PF02581
GRMZM5G853854	PF02581
GRMZM2G026807	PF02581
GRMZM2G015892	PF02581
GRMZM2G154648	PF02581
GRMZM2G177231	PF02581
GRMZM2G154328	PF07851
GRMZM2G088648	PF07851
GRMZM2G159142	PF07851
GRMZM5G841075	PF07851
GRMZM2G056989	PF07851
GRMZM2G474462	PF07851
GRMZM2G092616	PF07851
GRMZM2G102903	PF07851
GRMZM2G000718	PF07851
GRMZM2G058451	PF07851
GRMZM2G095441	PF07851
GRMZM2G324467	PF07851
GRMZM2G095724	PF07851
GRMZM2G120975	PF07851
AC208897.3_FGP003	PF07851
GRMZM2G416733	PF07851
GRMZM2G355297	PF07851
GRMZM2G061906	PF07851
GRMZM5G893820	PF07851
GRMZM2G093744	PF07851
GRMZM2G094996	PF07851
GRMZM2G427424	PF07851
GRMZM2G071735	PF07851
GRMZM2G069630	PF07851
AC209971.4_FGP001	PF07851
AC208077.3_FGP004	PF07851
GRMZM2G085547	PF07851
GRMZM2G422212	PF07851
GRMZM2G129502	PF07851
GRMZM2G017586	PF07851
GRMZM2G343856	PF07851
GRMZM2G330650	PF07851
GRMZM2G172101	PF07851
GRMZM2G124371	PF07851
GRMZM2G454637	PF07851
GRMZM2G019971	PF07851
GRMZM2G461286	PF07851
GRMZM2G155096	PF07851
GRMZM5G804770	PF07851
GRMZM2G147390	PF07851
AC206510.2_FGP002	PF07851
GRMZM2G144415	PF07851
AC196790.3_FGP005	PF07851
GRMZM2G137046	PF07851
GRMZM2G448957	PF07851
AC191338.3_FGP002	PF07851
GRMZM2G137704	PF07851
AC205897.3_FGP002	PF07851
GRMZM2G177942	PF07851
GRMZM2G003377	PF07851
GRMZM2G416069	PF07851
GRMZM2G123901	PF07851
GRMZM2G091031	PF07851
GRMZM2G140582	PF07851
GRMZM2G065105	PF07851
GRMZM2G051114	PF07851
GRMZM2G025579	PF07851
GRMZM2G033086	PF10272
GRMZM2G015753	PF10272
GRMZM2G467187	PF10272
GRMZM2G117361	PF10272
GRMZM2G082653	PF10272
GRMZM2G534288	PF10272
GRMZM2G090279	PF10272
GRMZM2G095025	PF10272
GRMZM2G131822	PF10272
GRMZM2G433908	PF10272
GRMZM2G447566	PF10272
GRMZM2G026562	PF10272
GRMZM2G028234	PF10272
GRMZM2G386590	PF10272
GRMZM2G056786	PF10272
GRMZM2G160966	PF10272
GRMZM2G172065	PF10272
GRMZM2G409372	PF10272
GRMZM2G401997	PF10272
GRMZM2G145382	PF10272
GRMZM2G077662	PF06791
GRMZM2G008754	PF05552
GRMZM2G052855	PF05552
GRMZM2G149662	PF05552
GRMZM2G129135	PF16296
GRMZM2G006404	PF08721
GRMZM2G047479	PF08721
GRMZM2G109221	PF08721
AC187555.4_FGP010	PF11426
GRMZM2G436583	PF11426
GRMZM2G384716	PF11426
GRMZM6G865522	PF09035
GRMZM2G157049	PF08053
GRMZM2G062452	PF18422
GRMZM2G041989	PF18422
GRMZM2G489504	PF18422
GRMZM2G008687	PF18422
GRMZM2G016153	PF18422
GRMZM2G051637	PF00020
GRMZM2G009443	PF05621
GRMZM2G123922	PF05621
GRMZM2G162968	PF05621
GRMZM2G360681	PF05621
GRMZM2G001084	PF05621
GRMZM5G848602	PF05621
GRMZM2G405052	PF05621
GRMZM2G060561	PF05621
GRMZM2G363408	PF05621
GRMZM2G075584	PF05621
GRMZM2G302233	PF05621
GRMZM2G172230	PF05621
GRMZM2G158136	PF05621
GRMZM2G146047	PF05621
GRMZM2G397557	PF05621
GRMZM6G798998	PF05621
GRMZM2G407287	PF05621
AC217358.3_FGP002	PF05621
GRMZM2G032602	PF05621
GRMZM2G061912	PF05621
GRMZM2G093186	PF05621
GRMZM2G435582	PF05621
GRMZM2G090904	PF05621
GRMZM2G167347	PF05621
GRMZM2G061280	PF05621
GRMZM2G164527	PF05621
GRMZM2G122805	PF05621
GRMZM2G038126	PF05621
GRMZM2G004459	PF05621
GRMZM2G082131	PF05621
GRMZM2G052403	PF05621
GRMZM2G035042	PF05621
GRMZM2G082385	PF05621
GRMZM2G069726	PF05621
GRMZM2G126453	PF05621
GRMZM2G103186	PF05621
GRMZM2G071071	PF05621
GRMZM2G019119	PF05621
GRMZM2G128771	PF05621
GRMZM2G060583	PF05621
GRMZM2G126292	PF05621
GRMZM2G122061	PF05621
GRMZM2G144008	PF05621
GRMZM2G473906	PF05621
GRMZM2G402088	PF05621
GRMZM2G457125	PF05621
GRMZM2G023436	PF05621
GRMZM2G052509	PF05621
GRMZM2G154960	PF05621
GRMZM2G362088	PF05621
GRMZM2G011319	PF05621
GRMZM2G064015	PF05621
GRMZM2G058491	PF05621
GRMZM2G159307	PF05621
GRMZM2G169694	PF05621
GRMZM2G302279	PF05621
GRMZM5G811797	PF05621
GRMZM2G044368	PF05621
GRMZM2G158887	PF05621
AC197246.3_FGP001	PF05621
GRMZM2G335738	PF05621
GRMZM2G150827	PF05621
GRMZM2G039900	PF05621
GRMZM2G302160	PF05621
GRMZM2G097728	PF05621
GRMZM2G020661	PF05621
GRMZM2G361659	PF05621
GRMZM2G018619	PF05621
GRMZM2G101938	PF05621
GRMZM2G075719	PF05621
GRMZM2G173849	PF05621
GRMZM2G090034	PF05621
AC217358.3_FGP009	PF05621
AC217358.3_FGP008	PF05621
GRMZM2G124758	PF05621
GRMZM2G127648	PF05621
GRMZM2G097746	PF05621
GRMZM2G136455	PF05621
GRMZM2G106960	PF05621
GRMZM2G124732	PF05621
GRMZM2G147819	PF05621
GRMZM2G455071	PF06527
GRMZM2G042980	PF06527
GRMZM2G168196	PF06527
GRMZM5G898434	PF17489
GRMZM2G078297	PF17489
GRMZM2G072853	PF17489
GRMZM2G701020	PF17489
GRMZM5G826801	PF14706
GRMZM2G061487	PF12596
GRMZM2G075901	PF13842
GRMZM2G009530	PF13842
GRMZM2G342691	PF13842
GRMZM2G151553	PF03459
GRMZM2G370852	PF03459
GRMZM2G702064	PF12857
GRMZM2G098203	PF12857
GRMZM2G417554	PF12857
GRMZM2G180307	PF12857
GRMZM5G887140	PF05271
GRMZM2G351125	PF11886
GRMZM2G389118	PF11886
GRMZM2G373341	PF11886
GRMZM5G861756	PF11886
GRMZM2G100579	PF11886
GRMZM2G448523	PF11886
GRMZM2G326272	PF11886
GRMZM2G109738	PF11886
GRMZM2G009785	PF14249
GRMZM2G384255	PF12549
GRMZM2G100118	PF12549
AC216886.3_FGP002	PF12549
GRMZM2G126922	PF16331
GRMZM5G832300	PF16331
GRMZM2G116427	PF16331
GRMZM2G379327	PF16331
GRMZM2G461286	PF16331
GRMZM2G060355	PF16331
GRMZM2G059851	PF16331
GRMZM5G804770	PF16331
GRMZM5G858165	PF16331
GRMZM5G856837	PF16331
GRMZM2G314882	PF16331
AC194472.3_FGP001	PF16331
GRMZM2G056989	PF16331
GRMZM2G092451	PF16331
AC209073.3_FGP001	PF16331
GRMZM2G042962	PF16331
GRMZM2G168849	PF16331
GRMZM2G053946	PF16331
GRMZM2G474462	PF16331
GRMZM2G143242	PF16331
GRMZM2G139024	PF16331
GRMZM2G044900	PF16331
GRMZM2G177620	PF16331
GRMZM2G175188	PF16331
GRMZM5G811926	PF16331
GRMZM2G044448	PF16331
AC186606.4_FGP003	PF16331
GRMZM2G020357	PF16331
GRMZM2G098904	PF16331
GRMZM2G076327	PF16331
GRMZM2G103647	PF16331
GRMZM2G039855	PF16331
GRMZM2G075655	PF16331
GRMZM2G176304	PF16331
GRMZM2G422212	PF16331
GRMZM5G815323	PF16331
AC205897.3_FGP002	PF16331
GRMZM2G120091	PF16331
GRMZM2G033413	PF16331
GRMZM2G099005	PF16331
GRMZM2G393320	PF15869
GRMZM2G047042	PF03349
GRMZM2G433250	PF03349
GRMZM5G877009	PF08219
GRMZM2G133048	PF08219
GRMZM2G100402	PF06552
GRMZM2G105531	PF06552
GRMZM2G314434	PF06552
GRMZM2G073934	PF06552
GRMZM2G302405	PF06552
GRMZM2G025598	PF06552
GRMZM2G089296	PF06552
GRMZM2G147603	PF06552
GRMZM2G318794	PF04281
GRMZM2G030123	PF04281
GRMZM2G083749	PF04281
GRMZM2G072238	PF04281
GRMZM2G004732	PF04281
AC216731.3_FGP001	PF04281
GRMZM2G155217	PF04281
GRMZM2G414252	PF04281
GRMZM2G105494	PF04281
GRMZM2G440529	PF04281
GRMZM2G454022	PF04281
GRMZM2G074501	PF04281
GRMZM2G313058	PF04281
GRMZM2G163975	PF04281
GRMZM2G009837	PF04281
GRMZM2G162893	PF04281
GRMZM2G085199	PF04281
AC188023.3_FGP011	PF04281
GRMZM2G020216	PF04281
GRMZM2G162382	PF04281
GRMZM2G004356	PF04281
GRMZM2G383841	PF04281
GRMZM2G005209	PF10568
GRMZM2G146475	PF10568
GRMZM2G032856	PF10568
GRMZM2G005710	PF10568
GRMZM2G127789	PF10568
GRMZM2G043127	PF10642
GRMZM2G181422	PF10642
GRMZM2G404184	PF15184
GRMZM2G055420	PF15184
GRMZM2G339503	PF08038
GRMZM2G051795	PF05318
GRMZM5G872991	PF05318
GRMZM2G347956	PF13103
GRMZM2G177991	PF13103
GRMZM2G143812	PF03544
GRMZM2G016926	PF16031
GRMZM2G082207	PF16031
GRMZM2G111987	PF16031
GRMZM2G132095	PF16031
GRMZM2G137696	PF16031
GRMZM2G319649	PF16031
GRMZM2G015011	PF09239
GRMZM2G470438	PF01131
GRMZM2G102181	PF01131
GRMZM2G172787	PF01131
AC203761.3_FGP002	PF01131
GRMZM2G443881	PF01131
GRMZM2G040669	PF01131
GRMZM2G375531	PF01131
GRMZM2G092451	PF01028
GRMZM2G124616	PF01028
GRMZM2G408216	PF01028
GRMZM2G443256	PF01028
GRMZM2G092451	PF02919
GRMZM2G342892	PF02919
GRMZM2G320360	PF02919
GRMZM2G092451	PF14370
GRMZM2G092298	PF14370
GRMZM2G425471	PF14370
GRMZM2G459156	PF14370
GRMZM2G394122	PF08272
GRMZM5G880710	PF08272
AC190870.3_FGP001	PF08272
AC203761.3_FGP002	PF01751
GRMZM2G172787	PF01751
GRMZM2G111014	PF01751
GRMZM2G470438	PF01751
GRMZM2G021270	PF01751
GRMZM2G164835	PF01751
GRMZM2G423575	PF01751
AC214287.3_FGP005	PF01751
GRMZM2G164835	PF13155
GRMZM2G340224	PF13155
GRMZM2G058305	PF13155
GRMZM5G856738	PF13155
GRMZM2G025387	PF13155
GRMZM2G172787	PF13155
AC203761.3_FGP002	PF13155
GRMZM2G170262	PF13155
GRMZM2G081310	PF13155
GRMZM2G164835	PF13362
GRMZM2G172787	PF13362
AC203761.3_FGP002	PF13362
GRMZM2G164835	PF13662
GRMZM2G084935	PF13662
AC203761.3_FGP002	PF13662
GRMZM2G172787	PF13662
GRMZM2G072052	PF13662
GRMZM2G021270	PF16898
GRMZM2G111014	PF16898
GRMZM2G417360	PF13342
GRMZM2G443881	PF13368
GRMZM5G894110	PF13368
GRMZM5G887218	PF13368
GRMZM2G361659	PF13368
GRMZM2G378665	PF13368
GRMZM2G162282	PF06309
GRMZM2G162200	PF06309
GRMZM2G060561	PF06309
GRMZM2G162968	PF06309
GRMZM2G360681	PF06309
GRMZM2G130121	PF06309
GRMZM2G009443	PF06309
GRMZM2G149567	PF06309
GRMZM2G002910	PF06309
GRMZM2G172230	PF06309
GRMZM2G415433	PF06309
GRMZM2G053934	PF06309
GRMZM2G024293	PF06309
GRMZM2G302229	PF06309
GRMZM2G088834	PF06309
GRMZM2G126860	PF06309
GRMZM2G395842	PF16131
GRMZM2G306357	PF16131
GRMZM2G399901	PF16131
GRMZM2G123876	PF16131
GRMZM2G044004	PF16131
GRMZM2G475017	PF16131
GRMZM5G831993	PF16131
GRMZM2G110402	PF16131
GRMZM2G041799	PF16131
GRMZM2G036837	PF16131
GRMZM2G069009	PF16131
GRMZM2G086994	PF16131
GRMZM2G422205	PF16131
GRMZM2G346113	PF16131
GRMZM2G124476	PF16131
GRMZM2G005126	PF16131
GRMZM2G056920	PF16131
GRMZM5G878023	PF16131
GRMZM2G021834	PF16131
GRMZM2G006493	PF16131
GRMZM2G071034	PF16131
AC208434.3_FGP001	PF16131
GRMZM2G012041	PF16131
GRMZM2G151689	PF16131
GRMZM2G146514	PF16131
GRMZM5G834778	PF16131
GRMZM5G860178	PF16131
GRMZM2G126197	PF16131
GRMZM2G049027	PF16131
GRMZM2G306935	PF16131
GRMZM2G100794	PF16131
GRMZM2G107491	PF16131
GRMZM2G311665	PF16131
GRMZM2G150262	PF16131
GRMZM2G148090	PF16131
GRMZM2G087032	PF16131
GRMZM2G316985	PF16131
GRMZM2G020928	PF16131
GRMZM2G025014	PF16131
GRMZM2G703918	PF16131
GRMZM2G031827	PF16131
GRMZM2G305582	PF16131
GRMZM2G146047	PF16131
GRMZM2G086614	PF16131
GRMZM2G003424	PF16131
GRMZM2G078379	PF16131
GRMZM2G010323	PF16131
GRMZM2G089050	PF16131
GRMZM2G315515	PF16131
GRMZM2G028492	PF16131
GRMZM2G046968	PF16131
GRMZM5G819035	PF16131
GRMZM2G032258	PF16131
GRMZM2G177229	PF16131
GRMZM2G149347	PF16131
GRMZM2G024655	PF16131
GRMZM5G830949	PF16131
GRMZM2G157927	PF16131
GRMZM2G427438	PF16131
GRMZM2G162119	PF16131
GRMZM5G845366	PF16131
GRMZM2G037200	PF16131
GRMZM2G506453	PF16131
GRMZM2G180979	PF16131
AC226373.2_FGP010	PF16131
GRMZM2G017923	PF16131
GRMZM2G039889	PF16131
GRMZM2G171942	PF16131
GRMZM2G027470	PF01533
GRMZM5G898735	PF05518
GRMZM2G132632	PF05518
GRMZM2G143433	PF05518
GRMZM5G872216	PF05518
GRMZM2G029720	PF05518
GRMZM2G103227	PF05518
GRMZM2G012192	PF05518
GRMZM2G026309	PF05518
GRMZM2G134694	PF09121
AC205615.4_FGP002	PF09121
GRMZM2G027462	PF15636
GRMZM5G889051	PF15640
GRMZM2G090018	PF15641
GRMZM2G070639	PF15642
GRMZM2G318279	PF15642
GRMZM2G155281	PF15643
GRMZM2G111872	PF15643
GRMZM2G122437	PF15643
GRMZM5G843095	PF15645
GRMZM2G018146	PF15647
GRMZM2G391375	PF15647
GRMZM2G085872	PF15648
GRMZM2G000035	PF15651
GRMZM2G165195	PF15652
GRMZM5G814444	PF05431
GRMZM2G138259	PF05431
GRMZM2G091445	PF07473
GRMZM2G158407	PF07473
GRMZM2G000292	PF07822
GRMZM2G439668	PF07822
GRMZM5G806249	PF07829
GRMZM2G115340	PF08086
GRMZM2G179248	PF08086
GRMZM5G870955	PF08086
AC206262.3_FGP004	PF00451
AC208126.3_FGP001	PF00451
GRMZM2G010097	PF00451
GRMZM2G115340	PF00451
GRMZM2G179248	PF00451
GRMZM2G079547	PF00451
GRMZM2G146809	PF00451
GRMZM2G104508	PF08092
GRMZM2G156529	PF08093
GRMZM5G850455	PF08094
GRMZM2G004354	PF00537
GRMZM2G146809	PF00537
AC199577.4_FGP004	PF00537
GRMZM2G158407	PF00537
GRMZM2G097719	PF00537
GRMZM2G392863	PF00537
GRMZM2G047842	PF00537
GRMZM2G091445	PF00537
GRMZM5G870955	PF00537
GRMZM2G022863	PF00537
GRMZM2G040932	PF00537
GRMZM2G368890	PF08119
GRMZM2G580440	PF08120
GRMZM2G086892	PF08120
AC209206.3_FGP014	PF08121
GRMZM2G149869	PF11415
GRMZM6G404540	PF14866
GRMZM2G082855	PF00706
GRMZM2G170044	PF05980
GRMZM2G370473	PF07365
GRMZM2G018974	PF11663
GRMZM2G124602	PF11663
GRMZM2G098712	PF11663
GRMZM2G426553	PF11663
GRMZM2G003742	PF11663
GRMZM2G323309	PF11663
GRMZM2G453956	PF11663
GRMZM2G416498	PF11663
GRMZM2G372632	PF11663
GRMZM2G092762	PF11663
GRMZM2G416201	PF11663
GRMZM2G021319	PF11663
GRMZM2G431850	PF11663
GRMZM2G158308	PF11663
GRMZM2G399750	PF11663
GRMZM2G465444	PF11663
GRMZM2G163396	PF11663
GRMZM2G086757	PF11663
GRMZM2G388778	PF11663
GRMZM2G104286	PF11663
GRMZM2G102692	PF11663
GRMZM2G040947	PF11663
GRMZM2G154743	PF11663
GRMZM2G049888	PF11663
GRMZM2G123014	PF11663
GRMZM2G169280	PF11663
GRMZM2G150030	PF11663
AC210169.3_FGP002	PF11663
GRMZM2G030426	PF11663
GRMZM2G475897	PF11663
GRMZM2G010085	PF13958
GRMZM2G406457	PF13958
GRMZM2G052581	PF04406
GRMZM2G129913	PF04406
GRMZM2G312026	PF04201
GRMZM2G162451	PF04201
GRMZM2G173718	PF04201
GRMZM5G887077	PF04201
GRMZM2G324423	PF15338
GRMZM2G404025	PF15338
GRMZM2G070685	PF15338
GRMZM5G864815	PF04265
GRMZM2G055458	PF04265
GRMZM5G864815	PF04263
GRMZM2G055458	PF04263
GRMZM2G074270	PF05724
GRMZM2G133358	PF05724
GRMZM2G060886	PF05724
GRMZM2G122296	PF05724
GRMZM2G170400	PF05724
AC207628.4_FGP010	PF05724
GRMZM2G042398	PF05724
GRMZM2G161673	PF05724
GRMZM2G075701	PF05724
GRMZM2G547542	PF05724
GRMZM2G025882	PF04536
GRMZM2G022876	PF04536
GRMZM2G128131	PF04536
GRMZM2G070863	PF04536
GRMZM5G883741	PF12580
GRMZM2G037553	PF12583
GRMZM2G502507	PF12583
GRMZM2G463267	PF12583
AC213521.3_FGP005	PF12583
GRMZM2G022453	PF12555
GRMZM2G114888	PF12555
GRMZM2G100349	PF12555
AC195165.2_FGP001	PF12555
GRMZM2G058447	PF12555
GRMZM5G827496	PF12555
GRMZM2G048430	PF12555
AC208110.2_FGP005	PF12555
GRMZM2G058622	PF12555
GRMZM2G039845	PF12555
GRMZM2G042154	PF12555
GRMZM2G143357	PF02775
GRMZM2G143008	PF02775
GRMZM2G175171	PF02775
GRMZM2G038821	PF02775
AC197705.4_FGP001	PF02775
GRMZM2G087186	PF02775
GRMZM2G434792	PF02775
GRMZM2G111250	PF02775
GRMZM2G033894	PF02775
GRMZM2G027627	PF02775
GRMZM2G140150	PF02775
GRMZM2G361693	PF02775
GRMZM2G137151	PF02775
GRMZM2G493395	PF02775
GRMZM2G088689	PF02775
GRMZM2G311165	PF02775
GRMZM2G134054	PF02775
GRMZM2G406672	PF02775
GRMZM2G162078	PF02775
GRMZM2G143008	PF00205
GRMZM2G143357	PF00205
GRMZM2G175171	PF00205
GRMZM2G331723	PF00205
AC197705.4_FGP001	PF00205
GRMZM2G038821	PF00205
GRMZM2G434792	PF00205
GRMZM2G087186	PF00205
GRMZM2G111250	PF00205
GRMZM2G438178	PF00205
GRMZM2G430526	PF00205
GRMZM2G053916	PF00205
GRMZM2G058573	PF00205
GRMZM2G145854	PF00205
AC212097.4_FGP004	PF00205
GRMZM2G052658	PF00205
GRMZM2G143008	PF02776
GRMZM2G143357	PF02776
GRMZM2G175171	PF02776
GRMZM2G038821	PF02776
GRMZM2G087186	PF02776
GRMZM2G434792	PF02776
AC197705.4_FGP001	PF02776
GRMZM2G122591	PF02776
GRMZM2G354705	PF02776
GRMZM2G464260	PF02776
GRMZM2G126517	PF02776
GRMZM2G002756	PF02776
AC210013.4_FGP007	PF02776
GRMZM2G459391	PF02776
GRMZM2G357804	PF00515
GRMZM2G162688	PF00515
GRMZM2G063850	PF00515
GRMZM2G070863	PF00515
GRMZM2G025598	PF00515
GRMZM2G161913	PF00515
GRMZM2G392710	PF00515
GRMZM2G074957	PF00515
GRMZM2G147603	PF00515
GRMZM2G166684	PF00515
GRMZM2G025451	PF00515
GRMZM2G093436	PF00515
GRMZM2G112659	PF00515
GRMZM2G002227	PF00515
GRMZM2G147377	PF00515
GRMZM2G060947	PF00515
GRMZM2G135089	PF00515
GRMZM2G166612	PF00515
GRMZM2G128658	PF00515
GRMZM2G438722	PF00515
GRMZM2G128131	PF00515
GRMZM2G151564	PF00515
GRMZM2G369701	PF00515
GRMZM2G170591	PF00515
GRMZM2G578314	PF00515
GRMZM2G126435	PF00515
GRMZM2G034043	PF00515
GRMZM2G115855	PF00515
GRMZM2G080775	PF00515
GRMZM2G341404	PF00515
AC195789.3_FGP001	PF00515
AC209247.4_FGP001	PF00515
GRMZM2G104179	PF00515
GRMZM2G073511	PF00515
GRMZM5G809292	PF00515
AC207652.3_FGP001	PF00515
GRMZM2G159542	PF00515
GRMZM2G472023	PF00515
GRMZM2G146207	PF00515
GRMZM2G086832	PF00515
GRMZM5G827171	PF00515
GRMZM5G845198	PF00515
GRMZM2G309828	PF00515
GRMZM2G481567	PF00515
GRMZM2G089296	PF00515
GRMZM2G388006	PF00515
GRMZM2G015219	PF00515
GRMZM2G115615	PF00515
GRMZM2G348697	PF00515
GRMZM5G819320	PF00515
GRMZM2G104769	PF00515
GRMZM5G822426	PF00515
GRMZM2G117746	PF00515
GRMZM2G154685	PF00515
GRMZM2G079613	PF00515
GRMZM2G134806	PF00515
GRMZM2G336858	PF00515
AC199363.4_FGP003	PF00515
GRMZM2G133624	PF00515
GRMZM2G504906	PF00515
GRMZM2G358279	PF00515
GRMZM2G063894	PF00515
GRMZM2G101547	PF00515
GRMZM2G105019	PF00515
GRMZM2G047093	PF00515
GRMZM2G040453	PF00515
GRMZM2G000936	PF00515
GRMZM2G008060	PF00515
GRMZM2G054458	PF00515
GRMZM2G149704	PF00515
GRMZM2G048883	PF00515
GRMZM2G163796	PF00515
GRMZM2G099366	PF00515
GRMZM2G096585	PF00515
GRMZM2G135456	PF00515
GRMZM2G050268	PF00515
GRMZM2G155314	PF00515
GRMZM2G161419	PF00515
GRMZM2G146862	PF00515
GRMZM2G039280	PF00515
GRMZM2G329306	PF00515
GRMZM2G069618	PF00515
GRMZM2G121960	PF00515
GRMZM2G029660	PF00515
GRMZM2G163120	PF00515
AC206223.3_FGP008	PF00515
GRMZM2G118082	PF00515
GRMZM2G113036	PF00515
GRMZM2G442170	PF00515
GRMZM2G134563	PF00515
GRMZM5G855808	PF00515
GRMZM5G830178	PF00515
GRMZM2G000825	PF00515
GRMZM2G010000	PF00515
GRMZM2G098212	PF00515
GRMZM2G016892	PF00515
GRMZM2G312827	PF00515
GRMZM2G158575	PF00515
GRMZM2G177447	PF00515
GRMZM2G542205	PF00515
GRMZM2G158452	PF00515
GRMZM2G398825	PF00515
GRMZM2G086303	PF00515
GRMZM2G077406	PF00515
GRMZM2G123986	PF00515
GRMZM2G147894	PF00515
GRMZM2G103955	PF00515
GRMZM2G398458	PF00515
GRMZM2G146000	PF00515
GRMZM2G117763	PF00515
GRMZM5G843893	PF00515
GRMZM2G075563	PF00515
GRMZM2G118825	PF00515
GRMZM2G057184	PF00515
GRMZM2G031761	PF00515
GRMZM2G062285	PF00515
GRMZM5G863152	PF00515
GRMZM2G142266	PF00515
GRMZM2G312910	PF00515
GRMZM2G050485	PF00515
GRMZM2G040513	PF00515
GRMZM2G031637	PF00515
GRMZM2G383154	PF00515
GRMZM2G028929	PF00515
GRMZM2G076950	PF00515
GRMZM2G302405	PF00515
GRMZM2G020409	PF00515
AC177919.3_FGP004	PF00515
GRMZM5G833323	PF00515
GRMZM2G112284	PF00515
GRMZM2G032821	PF00515
GRMZM2G177518	PF00515
GRMZM2G176264	PF00515
GRMZM2G049672	PF00515
GRMZM2G147544	PF00515
GRMZM2G350319	PF00515
AC200490.3_FGP008	PF00515
GRMZM2G067122	PF00515
GRMZM2G010046	PF00515
GRMZM2G102851	PF00515
GRMZM2G416201	PF00515
GRMZM2G029609	PF00515
GRMZM2G150030	PF00515
GRMZM2G098869	PF00515
GRMZM2G145175	PF00515
GRMZM2G008663	PF00515
GRMZM2G086015	PF00515
GRMZM2G431850	PF00515
GRMZM2G026767	PF00515
