genes	domain
GRMZM2G398533	PF04535
GRMZM2G398538	
GRMZM2G398538	
GRMZM2G398559	PF07714
GRMZM2G398603	"PF12874,PF01535,PF12854"
GRMZM2G398608	"PF03462,PF00472"
GRMZM2G398615	PF00481
GRMZM2G398628	
GRMZM2G398642	
GRMZM2G398650	
GRMZM2G398668	"PF00752,PF00867"
GRMZM2G398668	"PF00752,PF00867"
GRMZM2G398680	PF05699
GRMZM2G398698	
GRMZM2G398731	PF02181
GRMZM2G398736	PF06391
GRMZM2G398736	PF06391
GRMZM2G398755	"PF07724,PF00004"
GRMZM2G398758	"PF14303,PF00249"
GRMZM2G398781	
GRMZM2G398781	
GRMZM2G398781	
GRMZM2G398781	
GRMZM2G398788	
GRMZM2G398795	
GRMZM2G398807	PF00234
GRMZM2G398809	
GRMZM2G398809	
GRMZM2G398809	
GRMZM2G398825	PF13371
GRMZM2G398825	PF00515
GRMZM2G398838	
GRMZM2G398845	PF00176
GRMZM2G398845	PF00176
GRMZM2G398848	
GRMZM2G398854	PF01453
GRMZM2G398872	
GRMZM2G398876	PF00890
GRMZM2G398922	
GRMZM2G398996	PF12695
GRMZM2G399000	
GRMZM2G399031	PF02892
GRMZM2G399048	"PF04488,PF04572"
GRMZM2G399067	"PF04535,PF00069"
GRMZM2G399072	
GRMZM2G399072	
GRMZM2G399072	
GRMZM2G399072	
GRMZM2G399072	
GRMZM2G399072	
GRMZM2G399073	
GRMZM2G399073	"PF02518,PF00183"
GRMZM2G399073	"PF02518,PF00183"
GRMZM2G399087	"PF00069,PF00139"
GRMZM2G399090	
GRMZM2G399098	PF00847
GRMZM2G399100	PF00888
GRMZM2G399109	PF14432
GRMZM2G399112	
GRMZM2G399127	
GRMZM2G399136	PF00226
GRMZM2G399152	
GRMZM2G399158	PF01762
GRMZM2G399183	PF01597
GRMZM2G399207	
GRMZM2G399207	
GRMZM2G399212	"PF00271,PF07717,PF04408"
GRMZM2G399218	PF14009
GRMZM2G399233	
GRMZM2G399233	
GRMZM2G399268	
GRMZM2G399284	PF00166
GRMZM2G399284	PF00166
GRMZM2G399284	PF00166
GRMZM2G399284	PF00166
GRMZM2G399284	PF00166
GRMZM2G399284	PF00166
GRMZM2G399311	PF00856
GRMZM2G399313	PF00254
GRMZM2G399320	PF08142
GRMZM2G399320	PF08142
GRMZM2G399325	
GRMZM2G399333	
GRMZM2G399338	PF01592
GRMZM2G399338	
GRMZM2G399359	
GRMZM2G399362	PF10250
GRMZM2G399383	
GRMZM2G399396	
GRMZM2G399418	
GRMZM2G399421	PF12708
GRMZM2G399433	"PF11331,PF14432,PF01535"
GRMZM2G399436	
GRMZM2G399480	
GRMZM2G399484	PF02493
GRMZM2G399495	
GRMZM2G399527	
GRMZM2G399530	PF00067
GRMZM2G399541	
GRMZM2G399556	
GRMZM2G399584	
GRMZM2G399598	"PF00464,PF03914,PF06102"
GRMZM2G399602	
GRMZM2G399604	
GRMZM2G399641	
GRMZM2G399644	PF02519
GRMZM2G399677	PF12906
GRMZM2G399677	PF12906
GRMZM2G399677	PF00085
GRMZM2G399700	
GRMZM2G399740	
GRMZM2G399750	"PF01535,PF13041"
GRMZM2G399750	"PF01535,PF13041"
GRMZM2G399778	
GRMZM2G399794	
GRMZM2G399826	PF04535
GRMZM2G399844	
GRMZM2G399844	
GRMZM2G399844	
GRMZM2G399858	
GRMZM2G399858	
GRMZM2G399862	
GRMZM2G399873	"PF01743,PF00091"
GRMZM2G399877	"PF12854,PF13041,PF01535"
GRMZM2G399901	PF13639
GRMZM2G399901	
GRMZM2G399908	PF00069
GRMZM2G399921	
GRMZM2G399930	
GRMZM2G399948	PF03087
GRMZM2G399952	PF00581
GRMZM2G399952	
GRMZM2G399952	PF00581
GRMZM2G399952	
GRMZM2G399961	
GRMZM2G399970	PF12697
GRMZM2G400005	
GRMZM2G400043	
GRMZM2G400047	
GRMZM2G400079	
GRMZM2G400092	
GRMZM2G400109	PF13639
GRMZM2G400117	PF00483
GRMZM2G400126	"PF09261,PF01074"
GRMZM2G400129	PF00067
GRMZM2G400135	PF01436
GRMZM2G400154	PF02171
GRMZM2G400156	PF02519
GRMZM2G400167	PF01161
GRMZM2G400169	
GRMZM2G400173	"PF08372,PF00168"
GRMZM2G400175	
GRMZM2G400189	
GRMZM2G400197	"PF07002,PF03169"
GRMZM2G400223	PF00225
GRMZM2G400223	PF00225
GRMZM2G400223	PF00225
GRMZM2G400238	"PF00076,PF14570"
GRMZM2G400238	"PF00076,PF14570"
GRMZM2G400256	
GRMZM2G400268	PF13920
GRMZM2G400268	PF13920
GRMZM2G400269	
GRMZM2G400281	
GRMZM2G400284	
GRMZM2G400333	
GRMZM2G400341	PF05664
GRMZM2G400352	"PF01734,PF11815"
GRMZM2G400352	"PF10551,PF00684,PF11815"
GRMZM2G400382	
GRMZM2G400390	"PF00394,PF07732,PF07731"
GRMZM2G400408	
GRMZM2G400409	
GRMZM2G400439	
GRMZM2G400444	
GRMZM2G400452	PF01201
GRMZM2G400452	PF01201
GRMZM2G400470	PF00069
GRMZM2G400470	PF00069
GRMZM2G400470	PF00069
GRMZM2G400489	PF00249
GRMZM2G400489	PF00249
GRMZM2G400497	PF00182
GRMZM2G400502	
GRMZM2G400533	"PF14510,PF08370,PF00005,PF01061"
GRMZM2G400533	PF01061
GRMZM2G400559	PF03106
GRMZM2G400570	PF03169
GRMZM2G400578	PF03140
GRMZM2G400593	
GRMZM2G400596	
GRMZM2G400602	PF07690
GRMZM2G400602	
GRMZM2G400604	PF00155
GRMZM2G400604	PF00155
GRMZM2G400604	PF00155
GRMZM2G400615	"PF00467,PF16121"
GRMZM2G400623	
GRMZM2G400647	
GRMZM2G400655	"PF04959,PF16499"
GRMZM2G400655	"PF04959,PF16499"
GRMZM2G400681	
GRMZM2G400694	"PF00069,PF00139"
GRMZM2G400704	PF16900
GRMZM2G400707	
GRMZM2G400714	PF13912
GRMZM2G400718	
GRMZM2G400720	"PF00069,PF00139"
GRMZM2G400725	
GRMZM2G400749	
GRMZM2G400781	PF12899
GRMZM2G400784	PF13639
GRMZM2G400790	"PF00560,PF08263"
GRMZM2G400802	PF01536
GRMZM2G400806	"PF02518,PF10436"
GRMZM2G400821	
GRMZM2G400882	"PF08328,PF00206"
GRMZM2G400907	"PF00439,PF17035"
GRMZM2G400907	"PF00439,PF17035,PF04305"
GRMZM2G400907	"PF00439,PF17035,PF04305"
GRMZM2G400907	
GRMZM2G400920	PF03947
GRMZM2G400925	
GRMZM2G400929	PF00657
GRMZM2G400938	"PF14416,PF13839"
GRMZM2G400954	
GRMZM2G400961	
GRMZM2G400965	
GRMZM2G400999	PF00704
GRMZM2G401009	PF13639
GRMZM2G401019	PF14291
GRMZM2G401026	
GRMZM2G401029	
GRMZM2G401040	PF00213
GRMZM2G401050	
GRMZM2G401050	
GRMZM2G401050	
GRMZM2G401055	
GRMZM2G401062	PF00856
GRMZM2G401062	
GRMZM2G401075	
GRMZM2G401089	PF00931
GRMZM2G401108	
GRMZM2G401139	PF02939
GRMZM2G401139	
GRMZM2G401147	PF00125
GRMZM2G401152	
GRMZM2G401172	PF03568
GRMZM2G401179	"PF01794,PF08022,PF08414,PF08030"
GRMZM2G401209	
GRMZM2G401267	
GRMZM2G401288	
GRMZM2G401291	PF01926
GRMZM2G401291	"PF09269,PF00069,PF01926"
GRMZM2G401294	PF11820
GRMZM2G401308	
GRMZM2G401308	PF00538
GRMZM2G401308	PF00538
GRMZM2G401308	PF00538
GRMZM2G401328	PF16845
GRMZM2G401331	
GRMZM2G401331	
GRMZM2G401331	
GRMZM2G401331	
GRMZM2G401339	
GRMZM2G401342	
GRMZM2G401374	PF16845
GRMZM2G401402	
GRMZM2G401436	PF13639
GRMZM2G401463	PF00067
GRMZM2G401485	
GRMZM2G401501	PF00203
GRMZM2G401511	PF04669
GRMZM2G401515	
GRMZM2G401515	
GRMZM2G401521	PF03106
GRMZM2G401521	PF03106
GRMZM2G401537	
GRMZM2G401541	
GRMZM2G401541	PF00403
GRMZM2G401561	"PF14559,PF06424"
GRMZM2G401581	PF00125
GRMZM2G401600	PF03004
GRMZM2G401600	PF03004
GRMZM2G401606	"PF08276,PF00954,PF01453,PF00069"
GRMZM2G401609	
GRMZM2G401664	PF00388
GRMZM2G401700	
GRMZM2G401721	
GRMZM2G401753	
GRMZM2G401769	"PF00005,PF00664"
GRMZM2G401784	PF06418
GRMZM2G401809	PF00249
GRMZM2G401809	"PF14303,PF00249"
GRMZM2G401811	
GRMZM2G401821	PF00072
GRMZM2G401826	
GRMZM2G401827	PF01765
GRMZM2G401830	PF05097
GRMZM2G401831	
GRMZM2G401831	
GRMZM2G401835	
GRMZM2G401848	PF00160
GRMZM2G401869	"PF16057,PF00400,PF14844,PF15787,PF02138"
GRMZM2G401874	"PF00324,PF03522"
GRMZM2G401883	
GRMZM2G401906	
GRMZM2G401934	"PF08543,PF02581"
GRMZM2G401934	"PF08543,PF02581"
GRMZM2G401934	"PF02581,PF08543"
GRMZM2G401934	PF08543
GRMZM2G401947	
GRMZM2G401970	PF00365
GRMZM2G401975	"PF03330,PF01357"
GRMZM2G401979	
GRMZM2G401983	"PF03330,PF01357"
GRMZM2G401991	
GRMZM2G401997	PF13639
GRMZM2G402002	"PF03178,PF10433"
GRMZM2G402006	PF00931
GRMZM2G402015	
GRMZM2G402027	PF13912
GRMZM2G402039	PF01066
GRMZM2G402048	
GRMZM2G402069	PF01095
GRMZM2G402088	"PF13771,PF00004"
GRMZM2G402092	PF11460
GRMZM2G402137	PF04410
GRMZM2G402156	PF00249
GRMZM2G402159	
GRMZM2G402165	PF13676
GRMZM2G402167	
GRMZM2G402171	
GRMZM2G402171	
GRMZM2G402185	
GRMZM2G402211	
GRMZM2G402211	PF13963
GRMZM2G402222	PF00855
GRMZM2G402224	PF09265
GRMZM2G402228	
GRMZM2G402239	PF08224
GRMZM2G402242	"PF01171,PF16503"
GRMZM2G402242	PF01171
GRMZM2G402242	"PF01171,PF16503"
GRMZM2G402262	PF13639
GRMZM2G402283	
GRMZM2G402293	PF01282
GRMZM2G402301	PF07714
GRMZM2G402307	PF04437
GRMZM2G402309	"PF01363,PF00415"
GRMZM2G402319	PF01467
GRMZM2G402319	PF01467
GRMZM2G402330	
GRMZM2G402341	
GRMZM2G402341	
GRMZM2G402368	"PF01593,PF16499"
GRMZM2G402417	"PF01419,PF03018"
GRMZM2G402417	"PF01419,PF03018"
GRMZM2G402453	
GRMZM2G402459	
GRMZM2G402485	
GRMZM2G402491	
GRMZM2G402493	
GRMZM2G402538	PF16135
GRMZM2G402564	PF02068
GRMZM2G402582	PF02896
GRMZM2G402584	"PF07731,PF07732,PF00394"
GRMZM2G402618	
GRMZM2G402631	PF00314
GRMZM2G402638	
GRMZM2G402645	
GRMZM2G402645	
GRMZM2G402650	"PF01704,PF03371"
GRMZM2G402653	"PF15413,PF01237"
GRMZM2G402653	"PF15413,PF01237"
GRMZM2G402653	PF01237
GRMZM2G402653	PF01237
GRMZM2G402653	PF01237
GRMZM2G402672	
GRMZM2G402675	
GRMZM2G402708	"PF13967,PF02714"
GRMZM2G402714	"PF00240,PF12776"
GRMZM2G402753	
GRMZM2G402765	PF03018
GRMZM2G402776	
GRMZM2G402779	"PF01535,PF13041"
GRMZM2G402797	
GRMZM2G402804	PF00439
GRMZM2G402804	PF00439
GRMZM2G402804	PF00439
GRMZM2G402804	PF00439
GRMZM2G402806	
GRMZM2G402817	
GRMZM2G402837	
GRMZM2G402862	PF00170
GRMZM2G402881	PF14299
GRMZM2G402936	PF00504
GRMZM2G402977	PF13962
GRMZM2G402987	
GRMZM2G403003	"PF14309,PF12552"
GRMZM2G403007	
GRMZM2G403010	
GRMZM2G403039	
GRMZM2G403076	"PF08031,PF01565"
GRMZM2G403111	
GRMZM2G403121	PF08224
GRMZM2G403149	"PF01926,PF08701"
GRMZM2G403151	PF00931
GRMZM2G403162	
GRMZM2G403162	
GRMZM2G403190	
GRMZM2G403196	
GRMZM2G403218	PF07899
GRMZM2G403218	PF07899
GRMZM2G403237	
GRMZM2G403276	PF02469
GRMZM2G403313	PF13561
GRMZM2G403384	
GRMZM2G403395	
GRMZM2G403407	PF00931
GRMZM2G403424	
GRMZM2G403426	
GRMZM2G403437	
GRMZM2G403454	PF00004
GRMZM2G403475	PF00704
GRMZM2G403488	
GRMZM2G403493	"PF00069,PF01157,PF00415"
GRMZM2G403547	
GRMZM2G403554	"PF02841,PF02263"
GRMZM2G403562	"PF00628,PF02791"
GRMZM2G403576	
GRMZM2G403590	
GRMZM2G403601	
GRMZM2G403609	PF00169
GRMZM2G403609	PF00620
GRMZM2G403609	
GRMZM2G403620	PF13921
GRMZM2G403620	
GRMZM2G403636	"PF00271,PF00270"
GRMZM2G403652	PF02798
GRMZM2G403664	
GRMZM2G403667	
GRMZM2G403669	
GRMZM2G403680	PF00462
GRMZM2G403712	"PF14291,PF05699"
GRMZM2G403719	"PF01657,PF07714"
GRMZM2G403724	
GRMZM2G403740	PF00201
GRMZM2G403763	
GRMZM2G403772	
GRMZM2G403774	
GRMZM2G403789	"PF08276,PF00954,PF01453"
GRMZM2G403797	PF11955
GRMZM2G403800	
GRMZM2G403813	PF00069
GRMZM2G403816	PF00481
GRMZM2G403828	
GRMZM2G403850	
GRMZM2G403886	
GRMZM2G403904	
GRMZM2G403915	PF04142
GRMZM2G403915	PF04142
GRMZM2G403944	
GRMZM2G403964	
GRMZM2G403977	
GRMZM2G404011	PF00085
GRMZM2G404025	PF00329
GRMZM2G404043	PF13041
GRMZM2G404056	
GRMZM2G404056	PF12706
GRMZM2G404056	"PF12706,PF07522"
GRMZM2G404056	
GRMZM2G404066	"PF13812,PF13041"
GRMZM2G404066	
GRMZM2G404078	PF14531
GRMZM2G404081	"PF14416,PF13839"
GRMZM2G404121	PF02171
GRMZM2G404126	PF14009
GRMZM2G404132	"PF07714,PF00069"
GRMZM2G404137	
GRMZM2G404184	
GRMZM2G404188	PF00651
GRMZM2G404191	
GRMZM2G404207	PF07714
GRMZM2G404207	
GRMZM2G404237	"PF00390,PF03949"
GRMZM2G404237	PF00390
GRMZM2G404249	PF00011
GRMZM2G404274	
GRMZM2G404279	PF00067
GRMZM2G404316	
GRMZM2G404367	
GRMZM2G404374	PF01496
GRMZM2G404375	PF07521
GRMZM2G404375	PF07521
GRMZM2G404377	
GRMZM2G404380	
GRMZM2G404411	
GRMZM2G404414	
GRMZM2G404416	
GRMZM2G404423	PF00847
GRMZM2G404426	PF13871
GRMZM2G404443	"PF01565,PF09265"
GRMZM2G404453	
GRMZM2G404459	PF01559
GRMZM2G404530	PF15054
GRMZM2G404535	
GRMZM2G404551	PF03004
GRMZM2G404571	"PF13266,PF02171"
GRMZM2G404584	
GRMZM2G404599	
GRMZM2G404603	
GRMZM2G404608	
GRMZM2G404617	PF02902
GRMZM2G404622	
GRMZM2G404631	
GRMZM2G404647	
GRMZM2G404647	PF00069
GRMZM2G404653	
GRMZM2G404676	PF00141
GRMZM2G404682	
GRMZM2G404688	PF00234
GRMZM2G404693	
GRMZM2G404698	
GRMZM2G404702	"PF00122,PF00403"
GRMZM2G404755	
GRMZM2G404762	PF03254
GRMZM2G404767	PF01095
GRMZM2G404769	"PF00149,PF02319"
GRMZM2G404769	"PF00149,PF02319"
GRMZM2G404775	
GRMZM2G404855	PF00180
GRMZM2G404864	PF01535
GRMZM2G404881	
GRMZM2G404888	"PF13906,PF00324"
GRMZM2G404888	"PF13906,PF00324"
GRMZM2G404895	
GRMZM2G404897	PF00641
GRMZM2G404897	PF00641
GRMZM2G404897	PF00641
GRMZM2G404897	"PF09297,PF09296,PF00641,PF00293"
GRMZM2G404920	
GRMZM2G404922	PF14215
GRMZM2G404929	PF00450
GRMZM2G404941	
GRMZM2G404965	PF07690
GRMZM2G404965	PF07690
GRMZM2G404973	PF00320
GRMZM2G404973	PF00320
GRMZM2G404973	PF00320
GRMZM2G404977	
GRMZM2G405017	
GRMZM2G405022	
GRMZM2G405052	PF07728
GRMZM2G405052	PF07728
GRMZM2G405064	"PF10604,PF04782"
GRMZM2G405067	PF00310
GRMZM2G405069	
GRMZM2G405071	PF04862
GRMZM2G405090	PF04520
GRMZM2G405094	PF00249
GRMZM2G405133	
GRMZM2G405170	PF02362
GRMZM2G405172	
GRMZM2G405178	
GRMZM2G405178	PF13847
GRMZM2G405178	
GRMZM2G405185	PF12554
GRMZM2G405203	
GRMZM2G405225	
GRMZM2G405262	PF06102
GRMZM2G405272	PF03004
GRMZM2G405280	
GRMZM2G405284	
GRMZM2G405307	
GRMZM2G405313	PF00043
GRMZM2G405361	
GRMZM2G405368	"PF00643,PF06203"
GRMZM2G405368	PF06203
GRMZM2G405368	PF06203
GRMZM2G405368	PF06203
GRMZM2G405368	PF06203
GRMZM2G405373	PF00025
GRMZM2G405373	
GRMZM2G405385	
GRMZM2G405385	
GRMZM2G405387	
GRMZM2G405406	
GRMZM2G405459	PF00141
GRMZM2G405459	PF00141
GRMZM2G405474	PF00646
GRMZM2G405476	PF03947
GRMZM2G405476	PF03947
GRMZM2G405486	
GRMZM2G405498	PF00026
GRMZM2G405499	PF08161
GRMZM2G405499	PF08161
GRMZM2G405503	PF08241
GRMZM2G405519	
GRMZM2G405548	PF00361
GRMZM2G405556	
GRMZM2G405559	PF03479
GRMZM2G405567	PF13632
GRMZM2G405567	PF13632
GRMZM2G405567	PF13632
GRMZM2G405567	PF13641
GRMZM2G405569	
GRMZM2G405573	
GRMZM2G405575	"PF07779,PF04733"
GRMZM2G405577	PF00312
GRMZM2G405580	"PF02892,PF04937"
GRMZM2G405581	PF00141
GRMZM2G405581	PF00141
GRMZM2G405581	
GRMZM2G405581	
GRMZM2G405584	"PF00662,PF01010,PF00361"
GRMZM2G405592	
GRMZM2G405595	
GRMZM2G405622	"PF03330,PF01357"
GRMZM2G405655	
GRMZM2G405662	PF00403
GRMZM2G405684	
GRMZM2G405690	
GRMZM2G405699	PF02362
GRMZM2G405699	PF02362
GRMZM2G405699	PF02362
GRMZM2G405706	
GRMZM2G405708	PF00450
GRMZM2G405722	
GRMZM2G405751	
GRMZM2G405753	"PF07569,PF06813"
GRMZM2G405760	PF05254
GRMZM2G405770	PF16656
GRMZM2G405804	
GRMZM2G405804	
GRMZM2G405815	
GRMZM2G405815	PF00773
GRMZM2G405818	
GRMZM2G405830	PF01907
GRMZM2G405844	
GRMZM2G405863	
GRMZM2G405922	
GRMZM2G405947	"PF13963,PF03492"
GRMZM2G405962	
GRMZM2G406014	PF07859
GRMZM2G406024	
GRMZM2G406026	PF11250
GRMZM2G406043	
GRMZM2G406074	PF00293
GRMZM2G406074	PF00271
GRMZM2G406075	
GRMZM2G406088	
GRMZM2G406089	
GRMZM2G406091	
GRMZM2G406099	
GRMZM2G406101	
GRMZM2G406101	
GRMZM2G406101	
GRMZM2G406101	
GRMZM2G406101	PF05705
GRMZM2G406101	PF05705
GRMZM2G406108	PF04535
GRMZM2G406119	PF03168
GRMZM2G406129	"PF05699,PF04937"
GRMZM2G406135	
GRMZM2G406155	PF14009
GRMZM2G406165	
GRMZM2G406168	
GRMZM2G406170	PF03181
GRMZM2G406177	PF07859
GRMZM2G406196	PF05055
GRMZM2G406204	PF02365
GRMZM2G406268	PF00226
GRMZM2G406268	
GRMZM2G406268	PF00226
GRMZM2G406269	
GRMZM2G406307	
GRMZM2G406313	PF00234
GRMZM2G406315	PF00860
GRMZM2G406315	
GRMZM2G406331	"PF02171,PF00069"
GRMZM2G406342	
GRMZM2G406350	
GRMZM2G406376	
GRMZM2G406378	
GRMZM2G406393	
GRMZM2G406413	PF05158
GRMZM2G406438	
GRMZM2G406457	PF05056
GRMZM2G406493	
GRMZM2G406493	
GRMZM2G406550	
GRMZM2G406552	PF14368
GRMZM2G406553	PF00400
GRMZM2G406553	"PF13925,PF00400"
GRMZM2G406553	"PF13925,PF00400"
GRMZM2G406553	"PF00400,PF13925"
GRMZM2G406553	PF13925
GRMZM2G406553	PF00400
GRMZM2G406557	
GRMZM2G406588	
GRMZM2G406600	PF14291
GRMZM2G406601	PF00069
GRMZM2G406603	"PF12590,PF01643"
GRMZM2G406603	"PF12590,PF01643"
GRMZM2G406605	
GRMZM2G406631	PF10294
GRMZM2G406643	"PF11976,PF01020"
GRMZM2G406651	"PF04434,PF10551,PF03101"
GRMZM2G406651	"PF04434,PF10551,PF03101"
GRMZM2G406662	PF03016
GRMZM2G406672	"PF00390,PF03949"
GRMZM2G406672	PF00390
GRMZM2G406672	"PF03949,PF00390"
GRMZM2G406674	"PF00612,PF13178"
GRMZM2G406674	"PF00612,PF13178"
GRMZM2G406712	"PF00533,PF03031"
GRMZM2G406713	PF00931
GRMZM2G406715	PF00481
GRMZM2G406746	"PF13812,PF01535,PF13041"
GRMZM2G406758	PF04564
GRMZM2G406758	PF04564
GRMZM2G406763	
GRMZM2G406763	
GRMZM2G406792	PF05699
GRMZM2G406805	
GRMZM2G406830	"PF01799,PF01315,PF03450,PF00941,PF02738"
GRMZM2G406859	
GRMZM2G406871	
GRMZM2G406890	"PF02841,PF02263"
GRMZM2G406945	PF00982
GRMZM2G406951	PF01764
GRMZM2G406962	
GRMZM2G406974	"PF00069,PF14416,PF13839"
GRMZM2G406977	PF13671
GRMZM2G406977	PF13671
GRMZM2G406977	PF13671
GRMZM2G407009	
GRMZM2G407032	PF00005
GRMZM2G407044	"PF13710,PF10369"
GRMZM2G407044	"PF13710,PF10369"
GRMZM2G407044	
GRMZM2G407083	
GRMZM2G407119	PF00010
GRMZM2G407119	PF00010
GRMZM2G407146	PF12609
GRMZM2G407164	
GRMZM2G407181	PF03055
GRMZM2G407189	PF14368
GRMZM2G407189	PF14368
GRMZM2G407189	PF14368
GRMZM2G407189	PF14368
GRMZM2G407189	PF14368
GRMZM2G407223	
GRMZM2G407223	
GRMZM2G407243	
GRMZM2G407249	PF02136
GRMZM2G407249	
GRMZM2G407256	
GRMZM2G407273	
GRMZM2G407279	
GRMZM2G407287	PF03914
GRMZM2G407347	"PF08241,PF05093"
GRMZM2G407347	PF08241
GRMZM2G407347	
GRMZM2G407347	"PF08241,PF05093"
GRMZM2G407347	
GRMZM2G407361	PF15011
GRMZM2G407382	PF00270
GRMZM2G407382	PF00270
GRMZM2G407393	
GRMZM2G407396	PF02441
GRMZM2G407396	PF02441
GRMZM2G407396	PF02441
GRMZM2G407403	
GRMZM2G407406	"PF03143,PF00274"
GRMZM2G407495	
GRMZM2G407513	
GRMZM2G407517	PF00022
GRMZM2G407522	
GRMZM2G407549	
GRMZM2G407605	PF13672
GRMZM2G407623	PF00481
GRMZM2G407626	"PF13833,PF00036"
GRMZM2G407631	PF00170
GRMZM2G407633	
GRMZM2G407650	PF00067
GRMZM2G407683	
GRMZM2G407740	PF00141
GRMZM2G407741	
GRMZM2G407760	
GRMZM2G407769	
GRMZM2G407783	
GRMZM2G407790	
GRMZM2G407802	
GRMZM2G407825	"PF00122,PF12710,PF16209,PF16212"
GRMZM2G407837	PF01578
GRMZM2G407846	
GRMZM2G407861	
GRMZM2G407869	PF00091
GRMZM2G407869	PF00091
GRMZM2G407913	PF05879
GRMZM2G407913	PF05879
GRMZM2G407913	
GRMZM2G407949	PF00171
GRMZM2G407969	PF02519
GRMZM2G407976	
GRMZM2G407996	"PF03144,PF03143,PF00009"
GRMZM2G407996	"PF03144,PF03143,PF00009"
GRMZM2G408005	
GRMZM2G408010	
GRMZM2G408012	"PF03514,PF01926"
GRMZM2G408012	PF01926
GRMZM2G408020	
GRMZM2G408038	PF00450
GRMZM2G408096	"PF02201,PF02213,PF03126"
GRMZM2G408096	"PF02201,PF03126"
GRMZM2G408096	"PF02201,PF03126"
GRMZM2G408096	"PF02201,PF03126"
GRMZM2G408125	
GRMZM2G408158	PF03055
GRMZM2G408174	
GRMZM2G408216	"PF01725,PF13365,PF01028,PF06136"
GRMZM2G408242	
GRMZM2G408242	PF00134
GRMZM2G408242	PF00134
GRMZM2G408242	PF00134
GRMZM2G408242	
GRMZM2G408256	
GRMZM2G408259	
GRMZM2G408263	
GRMZM2G408294	
GRMZM2G408305	"PF03810,PF13646,PF02985"
GRMZM2G408305	"PF03810,PF13646,PF02985"
GRMZM2G408305	PF13646
GRMZM2G408305	PF13646
GRMZM2G408308	PF00225
GRMZM2G408359	PF00454
GRMZM2G408371	PF12899
GRMZM2G408376	PF07714
GRMZM2G408379	"PF12854,PF14432,PF13041,PF01535"
GRMZM2G408379	"PF12854,PF13041,PF14432,PF01535"
GRMZM2G408385	PF08240
GRMZM2G408408	
GRMZM2G408436	PF13912
GRMZM2G408445	
GRMZM2G408458	"PF08100,PF00891"
GRMZM2G408462	PF03106
GRMZM2G408465	
GRMZM2G408474	
GRMZM2G408483	PF14569
GRMZM2G408528	
GRMZM2G408537	
GRMZM2G408598	PF12333
GRMZM2G408598	
GRMZM2G408598	PF12333
GRMZM2G408600	
GRMZM2G408698	
GRMZM2G408703	PF10250
GRMZM2G408703	PF10250
GRMZM2G408706	
GRMZM2G408706	PF08241
GRMZM2G408706	
GRMZM2G408706	
GRMZM2G408710	
GRMZM2G408718	
GRMZM2G408768	PF00244
GRMZM2G408768	PF00244
GRMZM2G408768	PF00244
GRMZM2G408775	
GRMZM2G408809	
GRMZM2G408822	
GRMZM2G408834	
GRMZM2G408860	
GRMZM2G408875	PF13821
GRMZM2G408881	"PF14363,PF00004"
GRMZM2G408887	PF04640
GRMZM2G408897	PF00628
GRMZM2G408949	
GRMZM2G408958	
GRMZM2G408958	
GRMZM2G408958	
GRMZM2G408963	PF00141
GRMZM2G408967	
GRMZM2G408967	
GRMZM2G408967	
GRMZM2G408989	PF00810
GRMZM2G408989	PF00810
GRMZM2G408989	PF00810
GRMZM2G409022	
GRMZM2G409044	PF05699
GRMZM2G409062	PF10294
GRMZM2G409067	PF12656
GRMZM2G409071	PF14288
GRMZM2G409076	PF13966
GRMZM2G409082	
GRMZM2G409083	
GRMZM2G409086	
GRMZM2G409093	"PF13967,PF02714"
GRMZM2G409093	"PF13967,PF02714"
GRMZM2G409101	
GRMZM2G409104	PF02990
GRMZM2G409112	
GRMZM2G409128	"PF05050,PF08241"
GRMZM2G409128	
GRMZM2G409131	PF00365
GRMZM2G409133	PF01408
GRMZM2G409133	PF01408
GRMZM2G409164	PF14678
GRMZM2G409177	
GRMZM2G409190	PF00004
GRMZM2G409203	"PF00022,PF00940"
GRMZM2G409205	
GRMZM2G409205	
GRMZM2G409213	PF02330
GRMZM2G409213	
GRMZM2G409213	
GRMZM2G409213	
GRMZM2G409213	
GRMZM2G409213	
GRMZM2G409219	PF00623
GRMZM2G409224	"PF13831,PF13832,PF00856"
GRMZM2G409224	PF00856
GRMZM2G409224	"PF13831,PF13832,PF00856"
GRMZM2G409245	
GRMZM2G409265	"PF15413,PF01237"
GRMZM2G409265	PF01237
GRMZM2G409265	PF01237
GRMZM2G409283	
GRMZM2G409286	"PF03330,PF01357"
GRMZM2G409309	"PF14416,PF13839"
GRMZM2G409312	"PF08541,PF08392"
GRMZM2G409343	PF00612
GRMZM2G409358	PF01988
GRMZM2G409372	PF13639
GRMZM2G409407	PF01294
GRMZM2G409407	PF01294
GRMZM2G409430	PF07575
GRMZM2G409430	PF07575
GRMZM2G409452	PF13912
GRMZM2G409457	
GRMZM2G409457	
GRMZM2G409469	
GRMZM2G409473	
GRMZM2G409475	
GRMZM2G409485	PF02902
GRMZM2G409499	
GRMZM2G409514	PF06376
GRMZM2G409589	
GRMZM2G409627	PF01422
GRMZM2G409630	
GRMZM2G409635	
GRMZM2G409658	"PF14531,PF03822"
GRMZM2G409671	
GRMZM2G409701	
GRMZM2G409722	
GRMZM2G409724	
GRMZM2G409726	PF11976
GRMZM2G409726	PF11976
