genes	Pfam
GRMZM2G423643	PF16746
GRMZM2G423663	PF01344
GRMZM2G423833	PF00249
GRMZM2G423851	PF10250
GRMZM2G423861	"PF09379,PF00373,PF00784,PF00225"
GRMZM2G423863	PF06521
GRMZM2G423884	PF01554
GRMZM2G423886	PF00743
GRMZM2G423898	PF00280
GRMZM2G423917	PF00168
GRMZM2G423930	PF05637
GRMZM2G423956	"PF13639,PF02225"
GRMZM2G423959	PF05498
GRMZM2G423972	"PF00389,PF02826"
GRMZM2G423975	PF03018
GRMZM2G424038	PF01704
GRMZM2G424053	PF00085
GRMZM2G424147	PF10604
GRMZM2G424155	PF02847
GRMZM2G424239	PF00860
GRMZM2G424241	PF03061
GRMZM2G424261	PF03634
GRMZM2G424289	PF16415
GRMZM2G424323	PF12842
GRMZM2G424380	PF00850
GRMZM2G424491	PF02683
GRMZM2G424509	PF05498
GRMZM2G424553	PF00225
GRMZM2G424575	PF02880
GRMZM2G424577	PF12695
GRMZM2G424582	"PF00097,PF07714,PF12796"
GRMZM2G424595	PF10475
GRMZM2G424651	PF01388
GRMZM2G424670	PF04782
GRMZM2G424682	PF07714
GRMZM2G424707	PF13091
GRMZM2G424804	PF00067
GRMZM2G424832	"PF13632,PF14569"
GRMZM2G424857	PF03069
GRMZM2G424873	PF00696
GRMZM2G424981	PF16900
GRMZM2G425004	PF00168
GRMZM2G425072	PF02519
GRMZM2G425127	PF00067
GRMZM2G425189	PF00069
GRMZM2G425206	PF01277
GRMZM2G425236	PF04770
GRMZM2G425241	"PF04578,PF13968"
GRMZM2G425249	PF01636
GRMZM2G425265	"PF04078,PF01433"
GRMZM2G425366	PF03514
GRMZM2G425373	PF00226
GRMZM2G425377	PF00400
GRMZM2G425398	PF04535
GRMZM2G425427	PF00249
GRMZM2G425430	PF03106
GRMZM2G425471	PF14370
GRMZM2G425482	PF04570
GRMZM2G425638	PF07883
GRMZM2G425641	PF00467
GRMZM2G425647	"PF01535,PF00355,PF13041"
GRMZM2G425683	PF07690
GRMZM2G425719	PF00743
GRMZM2G425728	PF00504
GRMZM2G425736	PF06658
GRMZM2G425774	PF07227
GRMZM2G425778	PF04859
GRMZM2G425798	PF00847
GRMZM2G425863	PF04678
GRMZM2G425910	PF12776
GRMZM2G425920	PF00170
GRMZM2G425965	"PF00514,PF04564"
GRMZM2G425986	"PF14815,PF00730"
GRMZM2G425999	PF02705
GRMZM2G426046	PF13833
GRMZM2G426067	PF02434
GRMZM2G426140	"PF00046,PF13639"
GRMZM2G426147	"PF08276,PF00069"
GRMZM2G426154	PF02536
GRMZM2G426156	PF00069
GRMZM2G426175	"PF14226,PF03171"
GRMZM2G426200	PF02096
GRMZM2G426229	PF00076
GRMZM2G426242	PF00201
GRMZM2G426275	PF03071
GRMZM2G426294	PF04398
GRMZM2G426306	PF06454
GRMZM2G426415	PF00201
GRMZM2G426467	PF00232
GRMZM2G426469	PF08137
GRMZM2G426483	PF12624
GRMZM2G426486	PF00917
GRMZM2G426511	PF12695
GRMZM2G426553	"PF01535,PF13041"
GRMZM2G426556	"PF13855,PF01734"
GRMZM2G426591	PF00076
GRMZM2G426613	PF13639
GRMZM2G426630	PF00854
GRMZM2G426688	PF00564
GRMZM2G426732	"PF11721,PF07714"
GRMZM2G426745	PF07859
GRMZM2G426802	PF00400
GRMZM2G426847	PF03104
GRMZM2G426862	PF00355
GRMZM2G426881	PF07814
GRMZM2G426888	"PF01535,PF13041"
GRMZM2G426917	"PF13947,PF00069"
GRMZM2G426922	PF16983
GRMZM2G426953	"PF01794,PF08022,PF08414,PF08030"
GRMZM2G426964	"PF00479,PF02781"
GRMZM2G427014	PF00380
GRMZM2G427031	"PF04561,PF04567,PF04565,PF04566,PF04560,PF04194,PF04563,PF00562"
GRMZM2G427067	"PF04675,PF07522"
GRMZM2G427073	PF03018
GRMZM2G427087	PF13837
GRMZM2G427090	PF01248
GRMZM2G427097	"PF02812,PF00208"
GRMZM2G427106	PF00538
GRMZM2G427251	PF13234
GRMZM2G427283	"PF01535,PF13041"
GRMZM2G427301	PF08555
GRMZM2G427319	PF03222
GRMZM2G427337	PF08652
GRMZM2G427351	PF00135
GRMZM2G427369	PF00124
GRMZM2G427402	PF13900
GRMZM2G427404	"PF00203,PF03947"
GRMZM2G427408	"PF02037,PF16294"
GRMZM2G427409	PF01485
GRMZM2G427418	PF07887
GRMZM2G427438	PF00642
GRMZM2G427444	PF00361
GRMZM2G427451	PF04526
GRMZM2G427468	PF00828
GRMZM2G427503	PF10043
GRMZM2G427531	PF02392
GRMZM2G427557	PF00032
GRMZM2G427564	PF00411
GRMZM2G427618	"PF14226,PF03171"
GRMZM2G427625	PF13460
GRMZM2G427635	"PF04030,PF01565"
GRMZM2G427672	"PF13014,PF00013"
GRMZM2G427677	PF02263
GRMZM2G427685	PF03004
GRMZM2G427697	PF06219
GRMZM2G427815	PF00141
GRMZM2G427822	PF01142
GRMZM2G427826	"PF13041,PF01535"
GRMZM2G427836	PF00464
GRMZM2G427838	PF07714
GRMZM2G427903	PF00141
GRMZM2G427937	PF00141
GRMZM2G427954	PF00141
GRMZM2G428027	"PF00173,PF00970,PF00175,PF00174,PF03404"
GRMZM2G428035	PF00069
GRMZM2G428096	"PF00690,PF00122"
GRMZM2G428168	"PF00043,PF13417"
GRMZM2G428179	PF13639
GRMZM2G428184	PF00170
GRMZM2G428188	PF07762
GRMZM2G428201	PF00069
GRMZM2G428233	"PF08458,PF05703"
GRMZM2G428242	"PF04851,PF00271"
GRMZM2G428250	PF00026
GRMZM2G428370	"PF08263,PF00560,PF00069,PF13855"
GRMZM2G428379	"PF00060,PF00497,PF01094"
GRMZM2G428386	"PF00118,PF01504"
GRMZM2G428391	PF00012
GRMZM2G428470	PF13837
GRMZM2G428518	"PF13802,PF16863,PF01055"
GRMZM2G428554	"PF08263,PF13855,PF00069"
GRMZM2G428555	PF13921
GRMZM2G428579	"PF12854,PF13812"
GRMZM2G428612	PF12776
GRMZM2G428628	"PF01593,PF01134"
GRMZM2G428670	PF00240
GRMZM2G428673	PF13847
GRMZM2G428859	"PF00027,PF07885,PF13857,PF12796,PF11834"
GRMZM2G428924	"PF02138,PF01370"
GRMZM2G428933	"PF10497,PF02373,PF08879"
GRMZM2G428987	PF12697
GRMZM2G429000	PF14547
GRMZM2G429039	PF12776
GRMZM2G429057	PF00155
GRMZM2G429101	PF12697
GRMZM2G429110	PF00083
GRMZM2G429113	PF00503
GRMZM2G429118	PF04321
GRMZM2G429139	PF06886
GRMZM2G429142	PF00082
GRMZM2G429163	"PF00560,PF13855"
GRMZM2G429169	PF11926
GRMZM2G429213	PF03399
GRMZM2G429226	"PF02892,PF05699,PF04937"
GRMZM2G429231	PF03399
GRMZM2G429241	"PF12932,PF12931"
GRMZM2G429254	PF02519
GRMZM2G429274	PF00657
GRMZM2G429322	PF03222
GRMZM2G429378	PF00847
GRMZM2G429396	PF00011
GRMZM2G429405	PF08646
GRMZM2G429540	"PF08031,PF01565"
GRMZM2G429617	PF04819
GRMZM2G429658	"PF13713,PF08381"
GRMZM2G429695	"PF03765,PF00650"
GRMZM2G429714	PF07714
GRMZM2G429727	PF00231
GRMZM2G429759	PF07714
GRMZM2G429762	PF03725
GRMZM2G429781	"PF13637,PF04871,PF13934"
GRMZM2G429807	PF07839
GRMZM2G429840	PF11331
GRMZM2G429842	"PF02225,PF00082"
GRMZM2G429873	PF07983
GRMZM2G429899	PF00483
GRMZM2G429928	PF02181
GRMZM2G429940	"PF14531,PF03822"
GRMZM2G429955	PF00504
GRMZM2G429964	PF07690
GRMZM2G429982	PF00314
GRMZM2G430027	"PF10433,PF03178"
GRMZM2G430039	"PF05922,PF02225,PF00082"
GRMZM2G430052	PF02519
GRMZM2G430115	"PF01179,PF00108"
GRMZM2G430152	PF07800
GRMZM2G430224	PF13246
GRMZM2G430266	PF05553
GRMZM2G430308	PF07762
GRMZM2G430362	PF00271
GRMZM2G430455	"PF00467,PF16121,PF02364"
GRMZM2G430461	"PF14259,PF00076"
GRMZM2G430463	PF00112
GRMZM2G430500	PF09117
GRMZM2G430501	PF03947
GRMZM2G430509	PF00421
GRMZM2G430522	PF02365
GRMZM2G430526	"PF01012,PF00766"
GRMZM2G430600	"PF03959,PF13499"
GRMZM2G430604	PF01593
GRMZM2G430606	PF01111
GRMZM2G430607	PF00982
GRMZM2G430635	PF13855
GRMZM2G430675	PF00005
GRMZM2G430680	"PF04652,PF14288,PF02364"
GRMZM2G430685	PF01878
GRMZM2G430710	"PF14432,PF01535,PF13041"
GRMZM2G430729	"PF00173,PF00487"
GRMZM2G430745	PF07807
GRMZM2G430755	PF00999
GRMZM2G430780	PF07714
GRMZM2G430807	PF01439
GRMZM2G430849	PF02365
GRMZM2G430871	PF04844
GRMZM2G430902	PF13768
GRMZM2G430936	PF00704
GRMZM2G430942	PF00704
GRMZM2G430947	PF00637
GRMZM2G430995	PF03016
GRMZM2G431006	PF01762
GRMZM2G431018	"PF01657,PF00069"
GRMZM2G431021	"PF01135,PF01657,PF00069,PF03141"
GRMZM2G431033	"PF05699,PF14291"
GRMZM2G431039	"PF07983,PF00332"
GRMZM2G431066	PF02519
GRMZM2G431114	PF00560
GRMZM2G431156	PF00249
GRMZM2G431157	PF02373
GRMZM2G431243	"PF00612,PF01833,PF03859"
GRMZM2G431288	PF00067
GRMZM2G431291	"PF00176,PF07714,PF00069,PF10250"
GRMZM2G431306	"PF00240,PF01805,PF12230"
GRMZM2G431309	PF03514
GRMZM2G431314	PF03151
GRMZM2G431327	PF07911
GRMZM2G431344	PF00462
GRMZM2G431350	PF01217
GRMZM2G431445	PF13302
GRMZM2G431504	PF01370
GRMZM2G431524	PF07714
GRMZM2G431691	"PF03765,PF01485"
GRMZM2G431703	PF00584
GRMZM2G431708	"PF14833,PF17042,PF07005,PF01116"
GRMZM2G431714	PF01150
GRMZM2G431723	"PF04578,PF02902,PF13968"
GRMZM2G431821	"PF11976,PF01599"
GRMZM2G431850	PF13041
GRMZM2G431856	PF01095
GRMZM2G431900	PF03357
GRMZM2G431963	"PF09713,PF03141"
GRMZM2G431989	PF01535
GRMZM2G432002	PF13639
GRMZM2G432053	PF00195
GRMZM2G432060	PF02519
GRMZM2G432075	PF02171
GRMZM2G432083	PF00324
GRMZM2G432128	PF00180
GRMZM2G432145	"PF02263,PF02841"
GRMZM2G432167	PF00067
GRMZM2G432291	PF00201
GRMZM2G432335	PF13847
GRMZM2G432390	PF00005
GRMZM2G432480	PF00005
GRMZM2G432560	PF07797
GRMZM2G432583	PF03106
GRMZM2G432591	PF14678
GRMZM2G432631	"PF02984,PF00225,PF00450"
GRMZM2G432642	PF07714
GRMZM2G432644	PF00400
GRMZM2G432653	PF07889
GRMZM2G432662	PF03208
GRMZM2G432679	PF14009
GRMZM2G432722	"PF11721,PF07714"
GRMZM2G432738	PF01529
GRMZM2G432774	PF10409
GRMZM2G432796	PF00069
GRMZM2G432801	"PF00349,PF03727"
GRMZM2G432824	PF05003
GRMZM2G432846	PF04844
GRMZM2G432850	"PF13812,PF13041"
GRMZM2G432926	PF00230
GRMZM2G432931	PF02902
GRMZM2G433002	"PF12697,PF13378"
GRMZM2G433003	PF12796
GRMZM2G433025	PF02620
GRMZM2G433076	"PF07645,PF13947,PF00069"
GRMZM2G433095	PF03004
GRMZM2G433117	PF07303
GRMZM2G433119	"PF04578,PF13968"
GRMZM2G433137	PF04525
GRMZM2G433150	PF06886
GRMZM2G433162	PF01490
GRMZM2G433184	PF03018
GRMZM2G433250	PF13832
GRMZM2G433253	PF02458
GRMZM2G433365	PF00332
GRMZM2G433433	"PF04564,PF00069"
GRMZM2G433446	PF07883
GRMZM2G433450	PF00249
GRMZM2G433528	PF12776
GRMZM2G433536	PF03398
GRMZM2G433551	PF00262
GRMZM2G433557	PF00612
GRMZM2G433579	PF00069
GRMZM2G433591	"PF03789,PF03791,PF03790,PF05920"
GRMZM2G433601	PF03328
GRMZM2G433609	"PF02893,PF16016,PF13966"
GRMZM2G433616	PF04146
GRMZM2G433624	"PF13193,PF00501"
GRMZM2G433666	PF14389
GRMZM2G433684	PF00069
GRMZM2G433702	PF02847
GRMZM2G433709	"PF08263,PF13855"
GRMZM2G433727	PF00627
GRMZM2G433767	PF00450
GRMZM2G433790	PF02146
GRMZM2G433800	PF06814
GRMZM2G433801	"PF01398,PF10598,PF08084,PF10597,PF08082,PF10596,PF12134,PF08083"
GRMZM2G433854	"PF00684,PF01556"
GRMZM2G433905	PF14291
GRMZM2G433908	PF13639
GRMZM2G433921	PF01824
GRMZM2G433927	"PF00284,PF00283"
GRMZM2G433942	PF01529
GRMZM2G433948	PF13534
GRMZM2G433968	PF00179
GRMZM2G433989	PF03141
GRMZM2G434031	PF02906
GRMZM2G434090	PF00664
GRMZM2G434098	PF04844
GRMZM2G434155	PF05637
GRMZM2G434157	PF03000
GRMZM2G434161	PF12695
GRMZM2G434170	"PF00149,PF16656,PF14008"
GRMZM2G434173	PF00118
GRMZM2G434184	PF14569
GRMZM2G434203	PF00847
GRMZM2G434219	PF05383
GRMZM2G434277	"PF08263,PF00069"
GRMZM2G434301	PF00439
GRMZM2G434317	PF05212
GRMZM2G434353	PF00623
GRMZM2G434363	"PF01657,PF00069"
GRMZM2G434388	PF00083
GRMZM2G434415	PF01450
GRMZM2G434445	PF00650
GRMZM2G434500	"PF05199,PF00732"
GRMZM2G434506	PF05605
GRMZM2G434514	PF01476
GRMZM2G434518	PF12937
GRMZM2G434519	PF00179
GRMZM2G434541	PF13417
GRMZM2G434557	PF01988
GRMZM2G434561	PF05129
GRMZM2G434572	PF07883
GRMZM2G434640	PF14569
GRMZM2G434669	PF04520
GRMZM2G434696	PF00957
GRMZM2G434715	PF16135
GRMZM2G434753	PF08646
GRMZM2G434792	"PF02775,PF00205,PF02776"
GRMZM2G434839	"PF00684,PF01556"
GRMZM2G434842	PF00004
GRMZM2G434910	"PF13906,PF13520"
GRMZM2G435015	PF00010
GRMZM2G435034	PF01823
GRMZM2G435096	PF00646
GRMZM2G435120	PF05637
GRMZM2G435244	PF00121
GRMZM2G435248	PF00076
GRMZM2G435276	PF03016
GRMZM2G435290	"PF02309,PF00168,PF01412"
GRMZM2G435294	"PF02736,PF00612,PF01843,PF00063"
GRMZM2G435338	"PF00281,PF00673,PF09507"
GRMZM2G435373	PF00996
GRMZM2G435380	PF00295
GRMZM2G435385	PF14309
GRMZM2G435393	"PF08541,PF08545"
GRMZM2G435438	PF00044
GRMZM2G435445	"PF00646,PF01167"
GRMZM2G435475	PF02701
GRMZM2G435582	PF05496
GRMZM2G435592	PF00069
GRMZM2G435627	PF12023
GRMZM2G435661	PF00067
GRMZM2G435684	PF08243
GRMZM2G435756	"PF10273,PF01535"
GRMZM2G435761	"PF01535,PF13041"
GRMZM2G435765	"PF12842,PF16415"
GRMZM2G435771	PF08152
GRMZM2G435818	PF03030
GRMZM2G435824	PF02365
GRMZM2G435993	PF14288
GRMZM2G436001	"PF01938,PF00919,PF04055"
GRMZM2G436007	PF04859
GRMZM2G436020	PF04525
GRMZM2G436066	PF01749
GRMZM2G436082	PF03385
GRMZM2G436084	PF00085
GRMZM2G436092	PF00076
GRMZM2G436199	PF00085
GRMZM2G436214	"PF13812,PF01535,PF13041"
GRMZM2G436226	"PF02201,PF03126"
GRMZM2G436242	PF00564
GRMZM2G436286	PF04979
GRMZM2G436299	"PF13632,PF14570"
GRMZM2G436319	PF09753
GRMZM2G436332	"PF01535,PF13041"
GRMZM2G436382	PF09778
GRMZM2G436391	PF00786
GRMZM2G436404	PF02458
GRMZM2G436429	PF12352
GRMZM2G436448	PF00069
GRMZM2G436583	PF00027
GRMZM2G436593	PF00153
GRMZM2G436659	PF04844
GRMZM2G436710	PF13599
GRMZM2G436730	"PF08263,PF13855"
GRMZM2G436742	"PF05699,PF03081"
GRMZM2G436770	PF01715
GRMZM2G436785	PF08513
GRMZM2G436787	PF12776
GRMZM2G436835	"PF01217,PF00928"
GRMZM2G436931	PF00310
GRMZM2G436947	PF13202
GRMZM2G436950	PF03254
GRMZM2G436981	PF00225
GRMZM2G436986	PF05757
GRMZM2G437004	PF03917
GRMZM2G437100	PF00011
GRMZM2G437119	PF05602
GRMZM2G437187	PF00188
GRMZM2G437207	PF00141
GRMZM2G437270	PF02466
GRMZM2G437314	PF13401
GRMZM2G437422	PF02902
GRMZM2G437435	"PF05922,PF00082"
GRMZM2G437445	PF00022
GRMZM2G437460	"PF02362,PF06507"
GRMZM2G437481	PF00010
GRMZM2G437487	PF00464
GRMZM2G437490	PF03081
GRMZM2G437509	PF04759
GRMZM2G437575	PF00481
GRMZM2G437627	PF07714
GRMZM2G437711	PF02902
GRMZM2G437758	PF15697
GRMZM2G437840	PF02797
GRMZM2G437845	PF07859
GRMZM2G437859	PF00860
GRMZM2G437912	PF00800
GRMZM2G437977	"PF03447,PF00742"
GRMZM2G438007	"PF08263,PF00069,PF13855"
GRMZM2G438077	PF00564
GRMZM2G438080	PF02365
GRMZM2G438129	PF00141
GRMZM2G438178	"PF09328,PF05023"
GRMZM2G438202	PF00847
GRMZM2G438253	PF12937
GRMZM2G438260	"PF00046,PF01852"
GRMZM2G438293	PF00170
GRMZM2G438355	PF00004
GRMZM2G438378	"PF00168,PF00614,PF12357"
GRMZM2G438386	"PF07731,PF07732,PF00394"
GRMZM2G438438	PF04770
GRMZM2G438456	"PF01535,PF13041"
GRMZM2G438524	"PF13812,PF01535,PF13041"
GRMZM2G438551	PF16845
GRMZM2G438575	PF05699
GRMZM2G438602	PF09334
GRMZM2G438608	PF16900
GRMZM2G438622	"PF03725,PF01138"
GRMZM2G438652	PF00170
GRMZM2G438673	PF08241
GRMZM2G438694	PF05879
GRMZM2G438704	PF07765
GRMZM2G438722	"PF14559,PF13414,PF07719"
GRMZM2G438776	PF13499
GRMZM2G438777	PF14288
GRMZM2G438803	PF13202
GRMZM2G438814	"PF00298,PF03946"
GRMZM2G438824	PF03018
GRMZM2G438840	"PF08263,PF00560,PF00069,PF13855"
GRMZM2G438841	PF00069
GRMZM2G438871	"PF00069,PF00139"
GRMZM2G438938	PF02207
GRMZM2G438960	PF02705
GRMZM2G438963	PF00280
GRMZM2G438967	PF00280
GRMZM2G438998	PF01238
GRMZM2G439168	PF13920
GRMZM2G439169	PF05879
GRMZM2G439195	PF03059
GRMZM2G439201	PF00736
GRMZM2G439203	PF07859
GRMZM2G439246	PF05055
GRMZM2G439268	PF00234
GRMZM2G439284	PF01782
GRMZM2G439297	PF01896
GRMZM2G439306	PF00999
GRMZM2G439339	PF07926
GRMZM2G439341	PF09598
GRMZM2G439350	PF14531
GRMZM2G439365	PF01762
GRMZM2G439369	PF00022
GRMZM2G439389	"PF02902,PF00121"
GRMZM2G439422	PF00141
GRMZM2G439448	PF03763
GRMZM2G439457	PF04051
GRMZM2G439459	PF14541
GRMZM2G439542	PF03151
GRMZM2G439545	PF13848
GRMZM2G439638	PF11744
GRMZM2G439757	PF14291
GRMZM2G439784	"PF08263,PF00560,PF13855"
GRMZM2G439799	"PF08263,PF07714,PF13855"
GRMZM2G439814	PF13041
GRMZM2G439819	"PF01426,PF01163,PF05641"
GRMZM2G439860	PF00582
GRMZM2G439884	"PF04438,PF04795"
GRMZM2G439885	PF07973
GRMZM2G439903	PF02365
GRMZM2G439908	PF04043
GRMZM2G439950	PF05664
GRMZM2G439951	PF04674
GRMZM2G439988	PF03088
GRMZM2G440003	PF12697
GRMZM2G440005	PF01161
GRMZM2G440009	PF04525
GRMZM2G440016	PF01095
GRMZM2G440020	PF00076
GRMZM2G440125	PF13639
GRMZM2G440198	PF13359
GRMZM2G440208	"PF03446,PF00393"
GRMZM2G440219	PF02365
GRMZM2G440221	PF04756
GRMZM2G440258	"PF12315,PF00940"
GRMZM2G440259	PF13920
GRMZM2G440289	PF00421
GRMZM2G440344	"PF01134,PF13932"
GRMZM2G440348	"PF01535,PF13041"
GRMZM2G440349	"PF14432,PF01535,PF13041"
GRMZM2G440459	PF13419
GRMZM2G440527	PF12899
GRMZM2G440533	PF13236
GRMZM2G440537	"PF01535,PF13041"
GRMZM2G440543	PF12937
GRMZM2G440605	PF00079
GRMZM2G440614	PF07738
GRMZM2G440695	PF07765
GRMZM2G440785	PF05340
GRMZM2G440803	PF08646
GRMZM2G440831	"PF04783,PF04782"
GRMZM2G440866	PF13639
GRMZM2G440902	PF00201
GRMZM2G440916	PF02463
GRMZM2G440918	PF00179
GRMZM2G440943	PF07529
GRMZM2G440949	PF00808
GRMZM2G440968	PF00031
GRMZM2G441029	PF13639
GRMZM2G441031	PF03106
GRMZM2G441045	PF08295
GRMZM2G441089	"PF01535,PF13041"
GRMZM2G441091	PF03031
GRMZM2G441115	PF00319
GRMZM2G441144	PF00085
GRMZM2G441325	"PF02362,PF06507"
GRMZM2G441347	PF00221
GRMZM2G441444	PF01593
GRMZM2G441484	PF03478
GRMZM2G441489	PF07899
GRMZM2G441511	"PF00069,PF00036"
GRMZM2G441531	PF03763
GRMZM2G441541	"PF01794,PF08022,PF08414"
GRMZM2G441583	"PF16487,PF16488,PF08699,PF16486,PF02170,PF12764,PF02171"
GRMZM2G441612	PF03514
GRMZM2G441632	PF00282
GRMZM2G441658	PF00400
GRMZM2G441687	"PF12854,PF13041"
GRMZM2G441722	"PF00005,PF00664"
GRMZM2G441753	"PF08100,PF00891"
GRMZM2G441768	PF00646
GRMZM2G441888	PF01789
GRMZM2G441903	"PF01428,PF01754"
GRMZM2G441906	PF00462
GRMZM2G441953	PF00069
GRMZM2G441974	PF00181
GRMZM2G441987	PF01501
GRMZM2G442000	PF02519
GRMZM2G442008	PF00141
GRMZM2G442055	PF01824
GRMZM2G442064	PF00574
GRMZM2G442129	PF00329
GRMZM2G442148	PF03759
GRMZM2G442170	PF00515
GRMZM2G442195	PF04146
GRMZM2G442215	PF00069
GRMZM2G442244	"PF00160,PF13041,PF01535"
GRMZM2G442277	"PF11721,PF07714"
GRMZM2G442324	"PF02364,PF14288"
GRMZM2G442372	PF00153
GRMZM2G442404	PF00481
GRMZM2G442425	PF03416
GRMZM2G442458	PF09425
GRMZM2G442489	"PF07734,PF00646"
GRMZM2G442523	PF07690
GRMZM2G442546	PF07690
GRMZM2G442551	"PF00168,PF00614,PF12357"
GRMZM2G442555	PF00125
GRMZM2G442593	PF01095
GRMZM2G442658	"PF08240,PF00107"
GRMZM2G442698	PF02657
GRMZM2G442742	PF12931
GRMZM2G442763	"PF04784,PF14389"
GRMZM2G442791	PF00462
GRMZM2G442804	PF08241
GRMZM2G442892	PF07714
GRMZM2G442936	PF00850
GRMZM2G443078	"PF04568,PF13086"
GRMZM2G443091	PF06212
GRMZM2G443109	PF13912
GRMZM2G443111	PF05721
GRMZM2G443121	PF00071
GRMZM2G443202	"PF00249,PF02146,PF01663"
GRMZM2G443256	PF01028
GRMZM2G443265	PF08449
GRMZM2G443340	PF08293
GRMZM2G443409	PF00478
GRMZM2G443445	"PF00107,PF08240"
GRMZM2G443447	PF11707
GRMZM2G443453	"PF03765,PF00650"
GRMZM2G443495	PF01425
GRMZM2G443509	PF00481
GRMZM2G443525	PF00931
GRMZM2G443548	PF02214
GRMZM2G443565	"PF12695,PF03759"
GRMZM2G443668	"PF12796,PF00415"
GRMZM2G443690	PF00454
GRMZM2G443715	PF13632
GRMZM2G443728	PF02705
GRMZM2G443740	PF03141
GRMZM2G443776	PF13041
GRMZM2G443785	PF01501
GRMZM2G443814	"PF02213,PF02201,PF03126"
GRMZM2G443829	"PF00069,PF00139"
GRMZM2G443836	PF08839
GRMZM2G443843	"PF00069,PF00139"
GRMZM2G443855	PF03143
GRMZM2G443881	"PF01396,PF01131,PF13368"
GRMZM2G443885	PF00141
GRMZM2G443888	PF05421
GRMZM2G443889	PF00270
GRMZM2G443903	"PF00612,PF00013,PF08879,PF12971,PF12972,PF05089"
GRMZM2G443939	PF00931
GRMZM2G443953	"PF00400,PF04053"
GRMZM2G443962	PF07714
GRMZM2G443985	PF00365
GRMZM2G443991	PF00294
GRMZM2G444029	PF07173
GRMZM2G444034	PF08148
GRMZM2G444039	PF00262
GRMZM2G444073	PF00808
GRMZM2G444075	PF03000
GRMZM2G444150	PF10260
GRMZM2G444178	PF00534
GRMZM2G444222	PF01535
GRMZM2G444371	PF06813
GRMZM2G444376	PF04078
GRMZM2G444383	PF06418
GRMZM2G444446	PF13947
GRMZM2G444458	PF00122
GRMZM2G444502	PF00115
GRMZM2G444519	PF05368
GRMZM2G444541	PF00312
GRMZM2G444543	"PF00931,PF00069"
GRMZM2G444560	"PF00004,PF14363"
GRMZM2G444621	"PF13833,PF13499"
GRMZM2G444623	PF14543
GRMZM2G444643	PF03798
GRMZM2G444692	PF07035
GRMZM2G444748	PF00170
GRMZM2G444762	PF02181
GRMZM2G444801	"PF01740,PF00916"
GRMZM2G444808	PF00035
GRMZM2G444817	PF04520
GRMZM2G444819	PF04520
GRMZM2G444845	"PF00240,PF02179"
GRMZM2G444958	PF09737
GRMZM2G445057	PF00636
GRMZM2G445100	"PF10584,PF00227"
GRMZM2G445103	PF02902
GRMZM2G445120	PF00472
GRMZM2G445139	PF01125
GRMZM2G445169	"PF03330,PF01357"
GRMZM2G445201	PF05637
GRMZM2G445209	PF07859
GRMZM2G445261	"PF00135,PF07859"
GRMZM2G445311	PF14308
GRMZM2G445338	"PF13947,PF14380"
GRMZM2G445423	"PF02736,PF00063"
GRMZM2G445461	PF15375
GRMZM2G445465	PF06813
GRMZM2G445575	"PF00170,PF14144"
GRMZM2G445588	PF09366
GRMZM2G445602	"PF08541,PF08392"
GRMZM2G445617	PF00004
GRMZM2G445634	"PF09425,PF06200"
GRMZM2G445645	PF00069
GRMZM2G445689	"PF01575,PF14695"
GRMZM2G445766	PF05843
GRMZM2G445791	"PF00827,PF01756,PF02770"
GRMZM2G445803	PF00176
GRMZM2G445854	"PF03936,PF01397"
GRMZM2G445881	PF14303
GRMZM2G445905	PF01652
GRMZM2G445942	PF02365
GRMZM2G445944	PF03634
GRMZM2G445958	PF08784
GRMZM2G445961	"PF08387,PF01096,PF00005,PF14510"
GRMZM2G446047	"PF12552,PF14309"
GRMZM2G446108	"PF00890,PF16901"
GRMZM2G446170	PF03181
GRMZM2G446171	PF09409
GRMZM2G446189	PF07714
GRMZM2G446213	PF06219
GRMZM2G446218	PF11744
GRMZM2G446220	PF14144
GRMZM2G446234	PF04576
GRMZM2G446253	"PF03952,PF00113"
GRMZM2G446313	"PF13857,PF12796"
GRMZM2G446426	"PF13012,PF00319"
GRMZM2G446454	PF00067
GRMZM2G446515	PF01373
GRMZM2G446625	PF07082
GRMZM2G446648	PF07842
GRMZM2G446652	PF02458
GRMZM2G446666	"PF01765,PF00083"
GRMZM2G446711	PF13774
GRMZM2G446826	PF04564
GRMZM2G446858	PF03055
GRMZM2G446865	PF02889
GRMZM2G446872	PF08638
GRMZM2G446895	PF13251
GRMZM2G446921	PF03478
GRMZM2G446960	PF03501
GRMZM2G446981	PF06507
GRMZM2G447056	PF13423
GRMZM2G447090	"PF14432,PF13041,PF01535"
GRMZM2G447145	PF00689
GRMZM2G447151	PF02519
GRMZM2G447176	PF03195
GRMZM2G447213	PF03081
GRMZM2G447218	PF12776
GRMZM2G447271	"PF07731,PF07732,PF00394"
GRMZM2G447347	PF04577
GRMZM2G447379	PF00675
GRMZM2G447432	PF09735
GRMZM2G447433	PF01569
GRMZM2G447436	PF00221
GRMZM2G447447	"PF08263,PF00560,PF00069,PF13855"
GRMZM2G447455	"PF00514,PF00225"
GRMZM2G447480	PF12937
GRMZM2G447505	PF01678
GRMZM2G447535	"PF13812,PF14432,PF13041,PF01535"
GRMZM2G447551	"PF01833,PF00612,PF03859"
GRMZM2G447566	PF13639
GRMZM2G447569	PF03168
