genes	term
GRMZM2G501086	GO:0008017,GO:0000910,GO:0000226
GRMZM2G501450	GO:0016020,GO:0005509,GO:0004571
GRMZM2G501775	GO:0043565,GO:0006355,GO:0003700
GRMZM2G501852	GO:0055114,GO:0020037,GO:0016705,GO:0005506
GRMZM2G502350	GO:0006468,GO:0005524,GO:0004672
GRMZM2G502644	GO:0055114,GO:0016020
GRMZM2G503156	GO:0006468,GO:0004672
GRMZM2G504293	GO:0034314,GO:0007015,GO:0005885,GO:0005524
GRMZM2G504757	GO:0055114,GO:0020037,GO:0006979,GO:0004601
GRMZM2G505324	GO:0016020,GO:0008378,GO:0006486,GO:0008234,GO:0006508
GRMZM2G506218	GO:0030170,GO:0009058,GO:0008483,GO:0006520
GRMZM2G506270	GO:0008171
GRMZM2G506635	GO:0006468,GO:0004672
GRMZM2G506660	GO:0003676
GRMZM2G506830	GO:0003677
GRMZM2G507678	GO:0004144
GRMZM2G507763	GO:0005515
GRMZM2G508397	GO:0043631,GO:0004652,GO:0005634
GRMZM2G509135	GO:0052866
GRMZM2G509747	GO:0015979,GO:0009522
GRMZM2G510303	GO:0055114,GO:0020037,GO:0016705,GO:0005506
GRMZM2G511818	GO:0007165
GRMZM2G512360	GO:0006351,GO:0003899,GO:0003677
GRMZM2G514366	GO:0006508,GO:0005838
GRMZM2G514616	GO:0030170,GO:0008483
GRMZM2G515150	GO:0016868,GO:0005975
GRMZM2G515800	GO:0044030,GO:0043966,GO:0004402
GRMZM2G515874	GO:0055085,GO:0016020,GO:0006814,GO:0005215
GRMZM2G516232	GO:0016021
GRMZM2G516301	GO:0043565,GO:0006355,GO:0003700
GRMZM2G517007	GO:0043631,GO:0004652,GO:0005634
GRMZM2G517884	GO:0006468,GO:0005524,GO:0004672
GRMZM2G518033	GO:0007018,GO:0005871,GO:0003777
GRMZM2G518198	GO:0055085,GO:0016021,GO:0008308,GO:0006873
GRMZM2G518756	GO:0008234,GO:0006508
GRMZM2G519512	GO:0006629
GRMZM2G519736	GO:0070569,GO:0008152
GRMZM2G519761	GO:0046961,GO:0033178,GO:0015991,GO:0016747
GRMZM2G520535	GO:0055114,GO:0016491
GRMZM2G521481	GO:0043531,GO:0007275,GO:0006355,GO:0003700
GRMZM2G521844	GO:0055114,GO:0016671,GO:0005783,GO:0003756
GRMZM2G522066	GO:0003677
GRMZM2G522465	GO:0009611,GO:0004867
GRMZM2G523185	GO:0003824
GRMZM2G523371	GO:0055114,GO:0020037,GO:0016705,GO:0005506
GRMZM2G523505	GO:0008641,GO:0045116,GO:0019781
GRMZM2G524852	GO:0006281,GO:0003678,GO:0000723
GRMZM2G524937	GO:0005515
GRMZM2G526668	GO:0046983
GRMZM2G527891	GO:0005992,GO:0003824
GRMZM2G528159	GO:0030170,GO:0009058
GRMZM2G528252	GO:0006468,GO:0005524,GO:0004672
GRMZM2G528717	GO:0006351,GO:0003899,GO:0003677
GRMZM2G529313	GO:0006508,GO:0004252
GRMZM2G529859	GO:0007275
GRMZM2G530263	GO:0008168,GO:0008152
GRMZM2G531230	GO:0016787
GRMZM2G531231	GO:0046983,GO:0003677
GRMZM2G531699	GO:0016021,GO:0005789
GRMZM2G532387	GO:0006950
GRMZM2G532534	GO:0043565,GO:0008270,GO:0006355,GO:0003700
GRMZM2G533860	GO:0016020,GO:0006810,GO:0005215
GRMZM2G534035	GO:0046961,GO:0033178,GO:0015991,GO:0016747
GRMZM2G534116	GO:0006260,GO:0005524,GO:0003677
GRMZM2G534288	GO:0008270,GO:0005515
GRMZM2G534826	GO:0008270,GO:0005515
GRMZM2G535068	GO:0055114,GO:0016491
GRMZM2G535811	GO:0005515
GRMZM2G535911	GO:0051082,GO:0016272,GO:0006457
GRMZM2G536486	GO:0046983
GRMZM2G536584	GO:0003676
GRMZM2G536644	GO:0051082,GO:0031072
GRMZM2G537291	GO:0009098,GO:0003852,GO:0003824
GRMZM2G537407	GO:0006351,GO:0003899,GO:0003677
GRMZM2G538064	GO:0005975,GO:0004553
GRMZM2G538535	GO:0006508,GO:0004190
GRMZM2G539377	GO:0006468,GO:0005524,GO:0004672
GRMZM2G539418	GO:0008270,GO:0005515
GRMZM2G540403	GO:0006412,GO:0005840,GO:0003735
GRMZM2G540589	GO:0003723,GO:0000178
GRMZM2G540772	GO:0006468,GO:0005524,GO:0004672
GRMZM2G540834	GO:0006351,GO:0003899,GO:0003677
GRMZM2G541845	GO:0006508,GO:0004190
GRMZM2G542753	GO:0006412,GO:0005840,GO:0005622,GO:0003735
GRMZM2G542847	GO:0055114,GO:0016491
GRMZM2G542994	GO:0005634
GRMZM2G543629	GO:0016987,GO:0006355,GO:0006352,GO:0003700,GO:0003677
GRMZM2G544441	GO:0003824,GO:0006470,GO:0004722
GRMZM2G544539	GO:0006355,GO:0003700
GRMZM2G544990	GO:0006890,GO:0005198
GRMZM2G545326	GO:0008234,GO:0006508
GRMZM2G545412	GO:0006468,GO:0005524,GO:0004672
GRMZM2G546254	GO:0003676
GRMZM2G546369	GO:0006468,GO:0004672
GRMZM2G547168	GO:0070652,GO:0051225
GRMZM2G547542	GO:0008168,GO:0008152
GRMZM2G548074	GO:0016020,GO:0015992,GO:0009678,GO:0004427
GRMZM2G549143	GO:0046983
GRMZM2G549512	GO:0043565,GO:0006355,GO:0003700
GRMZM2G550008	GO:0030955,GO:0006096,GO:0004743,GO:0000287
GRMZM2G550156	GO:0009611,GO:0004867
GRMZM2G550611	GO:0005524
GRMZM2G550865	GO:0005515
GRMZM2G551332	GO:0016758,GO:0005789
GRMZM2G551402	GO:0036459,GO:0016579
GRMZM2G552083	GO:0008289
GRMZM2G553314	GO:0043039,GO:0016876,GO:0005524,GO:0006418,GO:0004812,GO:0000166
GRMZM2G553379	GO:0046983,GO:0003677,GO:0006355,GO:0005634,GO:0003700
GRMZM2G553532	GO:0016020,GO:0006075,GO:0003843,GO:0000148
GRMZM2G553687	GO:0005515
GRMZM2G554505	GO:0009611,GO:0004867
GRMZM2G554962	GO:0008168,GO:0008152
GRMZM2G555108	GO:0005515
GRMZM2G555985	GO:0051536,GO:0009055
GRMZM2G556078	GO:0048544
GRMZM2G556131	GO:0016829,GO:0008152
GRMZM2G556184	GO:0008017,GO:0007018,GO:0005524,GO:0003777,GO:0005871
GRMZM2G556600	GO:0005524
GRMZM2G556845	GO:0005515
GRMZM2G557236	GO:0019684,GO:0016168,GO:0016020,GO:0009767,GO:0009521
GRMZM2G557799	GO:0055114,GO:0020037,GO:0006979,GO:0004601
GRMZM2G558078	GO:0005515
GRMZM2G558324	GO:0016021,GO:0005789
GRMZM2G559436	GO:0007264,GO:0005085
GRMZM2G559763	GO:0051603,GO:0005839,GO:0004298
GRMZM2G560322	GO:0031047
GRMZM2G560571	GO:0007165
GRMZM2G563190	GO:0055114,GO:0016491
GRMZM2G564829	GO:0008601,GO:0007165,GO:0000159
GRMZM2G565140	GO:0005524,GO:0003676
GRMZM2G565856	GO:0047262
GRMZM2G566786	GO:0006418,GO:0005524,GO:0004812,GO:0000166,GO:0006429,GO:0004823
GRMZM2G567619	GO:0006412,GO:0005840,GO:0005622,GO:0003735
GRMZM2G567897	GO:0008270,GO:0005515
GRMZM2G568636	GO:0055114,GO:0016491,GO:0042128,GO:0030151
GRMZM2G568947	GO:0019843,GO:0005622
GRMZM2G569903	GO:0046488,GO:0016307
GRMZM2G569948	GO:0016747,GO:0008610,GO:0016020,GO:0006633
GRMZM2G570313	GO:0006412,GO:0005840,GO:0003735
GRMZM2G571844	GO:0007076
GRMZM2G573324	GO:0006355,GO:0005634
GRMZM2G573551	GO:0008168
GRMZM2G574534	GO:0055085,GO:0016021
GRMZM2G574782	GO:0046872,GO:0019509,GO:0005737
GRMZM2G574858	GO:0005524
GRMZM2G574887	GO:0005515
GRMZM2G575566	GO:0008017,GO:0007018,GO:0005524,GO:0003777,GO:0005871
GRMZM2G575696	GO:0008168
GRMZM2G576002	GO:0005515
GRMZM2G576752	GO:0005509,GO:0030247,GO:0006468,GO:0005524,GO:0004672
GRMZM2G577191	GO:0006468,GO:0004672
GRMZM2G577405	GO:0003676
GRMZM2G577677	GO:0055114,GO:0033743,GO:0030091,GO:0016671,GO:0006979
GRMZM2G578572	GO:0006351,GO:0003682
GRMZM2G579382	GO:0006412,GO:0005840,GO:0003735
GRMZM2G579509	GO:0006887,GO:0000145
GRMZM2G580907	GO:0016021,GO:0006810
GRMZM2G581728	GO:0055114,GO:0004616,GO:0051287
GRMZM2G582351	GO:0006468,GO:0005524,GO:0004672
GRMZM2G582555	GO:0055114,GO:0050662,GO:0015936,GO:0004420
GRMZM2G582893	GO:0006355,GO:0003700
GRMZM2G583087	GO:0005515
GRMZM2G583235	GO:0006412,GO:0005840,GO:0005622,GO:0003735
GRMZM2G583971	GO:0006468,GO:0005524,GO:0004672
GRMZM2G587152	GO:0005515
GRMZM2G587327	GO:0005524
GRMZM2G588364	GO:0006412,GO:0005840,GO:0003735,GO:0019843
GRMZM2G588583	GO:0006397
GRMZM2G589058	GO:0003723
GRMZM2G589349	GO:0016020
GRMZM2G589579	GO:0005515,GO:0003676
GRMZM2G589696	GO:0006355,GO:0003677
GRMZM2G590033	GO:0005515
GRMZM2G590333	GO:0006351,GO:0005634,GO:0003677
GRMZM2G590765	GO:0032502,GO:0006351,GO:0005634
GRMZM2G591605	GO:0005975,GO:0004553
GRMZM2G700148	GO:0030117,GO:0016192,GO:0006886
GRMZM2G700188	GO:0055114,GO:0016491,GO:0008270
GRMZM2G700208	GO:0016788
GRMZM2G700221	GO:0016790,GO:0006633
GRMZM2G700249	GO:0016787
GRMZM2G700270	GO:0003924
GRMZM2G700291	GO:0006468,GO:0004672
GRMZM2G700321	GO:0055114,GO:0050660,GO:0016491
GRMZM2G700386	GO:0016757
GRMZM2G700450	GO:0009611,GO:0004867
GRMZM2G700478	GO:0055114,GO:0016020
GRMZM2G700623	GO:0055114,GO:0048038,GO:0009308,GO:0008131,GO:0005507
GRMZM2G700665	GO:0006355,GO:0003700,GO:0007275
GRMZM2G700757	GO:0009432,GO:0006281,GO:0005524,GO:0003697
GRMZM2G700784	GO:0016844,GO:0009058
GRMZM2G700790	GO:0016844,GO:0009058
GRMZM2G700866	GO:0006468,GO:0005524,GO:0004672
GRMZM2G700901	GO:0006418,GO:0005524,GO:0004812,GO:0000166
GRMZM2G700905	GO:0005515,GO:0006468,GO:0004672
GRMZM2G700926	GO:0043039,GO:0005737,GO:0005524,GO:0004812,GO:0000049,GO:0006432,GO:0003723,GO:0000287,GO:0004826
GRMZM2G701020	GO:0006412,GO:0005840,GO:0005622,GO:0003735
GRMZM2G701193	GO:0006418,GO:0005524,GO:0004812,GO:0000166
GRMZM2G701201	GO:0005515,GO:0006468,GO:0005524,GO:0004672
GRMZM2G701204	GO:0045454,GO:0015035,GO:0006662
GRMZM2G701207	GO:0008080,GO:0046961,GO:0033178,GO:0015991,GO:0016747
GRMZM2G701221	GO:0006950
GRMZM2G701228	GO:0043631,GO:0004652,GO:0005634
GRMZM2G701288	GO:0006468,GO:0005524,GO:0004672,GO:0016829,GO:0006520
GRMZM2G701289	GO:0016020,GO:0015696,GO:0008519,GO:0072488
GRMZM2G701297	GO:0005515
GRMZM2G701506	GO:0006412,GO:0005840,GO:0005622,GO:0003735
GRMZM2G701659	GO:0016021
GRMZM2G701730	GO:0005524,GO:0003676
GRMZM2G701741	GO:0043531
GRMZM2G701776	GO:0055085,GO:0016021,GO:0015299,GO:0006812
GRMZM2G701801	GO:0016491
GRMZM2G701803	GO:0008168
GRMZM2G701930	GO:0005524
GRMZM2G702026	GO:0006355,GO:0005634,GO:0003677,GO:0009725
GRMZM2G702080	GO:0006412
GRMZM2G702159	GO:0006508,GO:0004222,GO:0071586,GO:0008233
GRMZM2G702176	GO:0055114,GO:0020037,GO:0006979,GO:0004601
GRMZM2G702216	GO:0006468,GO:0005524,GO:0004672
GRMZM2G702253	GO:0055114,GO:0006561,GO:0004735
GRMZM2G702426	GO:0006412,GO:0005840,GO:0003735,GO:0015934
GRMZM2G702526	GO:0005634,GO:0003677
GRMZM2G702529	GO:0055114,GO:0020037,GO:0016705,GO:0005506
GRMZM2G702597	GO:0006412,GO:0005840,GO:0005622,GO:0003735
GRMZM2G702599	GO:0005515,GO:0006468,GO:0005524,GO:0004672
GRMZM2G702613	GO:0006351
GRMZM2G702684	GO:0008234,GO:0006508
GRMZM2G702725	GO:0003723
GRMZM2G702765	GO:0043631,GO:0004652,GO:0005634
GRMZM2G702806	GO:0055114,GO:0016491
GRMZM2G702889	GO:0005515
GRMZM2G702950	GO:0006351,GO:0005634,GO:0003677
GRMZM2G703077	GO:0008612
GRMZM2G703095	GO:0008017,GO:0000910,GO:0000226
GRMZM2G703217	GO:0008081,GO:0006281,GO:0005634
GRMZM2G703293	GO:0006508,GO:0004185
GRMZM2G703299	GO:0006412,GO:0005840,GO:0005622,GO:0003735
GRMZM2G703303	GO:0018342,GO:0008318
GRMZM2G703354	GO:0006412,GO:0005840,GO:0005622,GO:0003735
GRMZM2G703415	GO:0016787,GO:0005524,GO:0003677
GRMZM2G703490	GO:0005524
GRMZM2G703514	GO:0006355,GO:0003700
GRMZM2G703582	GO:0055114,GO:0016491
GRMZM2G703619	GO:0055114,GO:0020037,GO:0016705,GO:0005506
GRMZM2G703749	GO:0008270
GRMZM2G703781	GO:0045735
GRMZM2G703918	GO:0005515
GRMZM2G704088	GO:0006810,GO:0005643
GRMZM2G704093	GO:0031625,GO:0006511
GRMZM2G704174	GO:0030170,GO:0008483
GRMZM2G704237	GO:0055085,GO:0016021,GO:0015299,GO:0006812
GRMZM2G704277	GO:0005515
GRMZM2G704285	GO:0008270
GRMZM2G704352	GO:0071805,GO:0016020,GO:0015079
GRMZM2G704370	GO:0005515
GRMZM2G704381	GO:0016888
GRMZM2G704488	GO:0030418,GO:0030410
GRMZM5G800033	GO:0005515
GRMZM5G800112	GO:0043565
GRMZM5G800154	GO:0006281,GO:0004518
GRMZM5G800407	GO:0016747
GRMZM5G800488	GO:0055114,GO:0016491,GO:0005507
GRMZM5G800558	GO:0016021
GRMZM5G800598	GO:0005515
GRMZM5G800723	GO:0055085,GO:0016020,GO:0015297,GO:0015238,GO:0006855
GRMZM5G800751	GO:0016020,GO:0008236,GO:0006508
GRMZM5G800780	GO:0022904,GO:0016020
GRMZM5G800842	GO:0008641
GRMZM5G800853	GO:0008270,GO:0006351,GO:0003676
GRMZM5G800915	GO:0008017,GO:0007018,GO:0005524,GO:0003777,GO:0005871
GRMZM5G800980	GO:0055114,GO:0051536
GRMZM5G801004	GO:0003677
GRMZM5G801019	GO:0016020
GRMZM5G801074	GO:0006412,GO:0005840,GO:0005622,GO:0003735
GRMZM5G801076	GO:0005515
GRMZM5G801291	GO:0016740,GO:0009058
GRMZM5G801409	GO:0006412,GO:0005840,GO:0005622,GO:0003735
GRMZM5G801436	GO:0019205,GO:0006139,GO:0005524
GRMZM5G801457	GO:0005525
GRMZM5G801589	GO:0003677
GRMZM5G801627	GO:0046872
GRMZM5G801793	GO:0033179,GO:0015991,GO:0015078
GRMZM5G801875	GO:0055085,GO:0016020,GO:0015297,GO:0015238,GO:0006855
GRMZM5G801949	GO:0055085,GO:0016021
GRMZM5G802115	GO:0006468,GO:0005524,GO:0004672
GRMZM5G802333	GO:0010508,GO:0006807,GO:0004356
GRMZM5G802598	GO:0000184
GRMZM5G802633	GO:0016192,GO:0006904
GRMZM5G802704	GO:0016021,GO:0015914,GO:0005524,GO:0004012,GO:0000287
GRMZM5G802725	GO:0006468,GO:0005524,GO:0004672
GRMZM5G802854	GO:0003723,GO:0000178
GRMZM5G802881	GO:0055085,GO:0016020,GO:0006810,GO:0005215
GRMZM5G803275	GO:0003676
GRMZM5G803297	GO:0016817
GRMZM5G803318	GO:0006629
GRMZM5G803334	GO:0016021,GO:0004252,GO:0006508
GRMZM5G803358	GO:0006508,GO:0004252
GRMZM5G803361	GO:0006412,GO:0005840,GO:0005622,GO:0003735
GRMZM5G803381	GO:0005515
GRMZM5G803433	GO:0003676
GRMZM5G803488	GO:0003677
GRMZM5G803490	GO:0055114,GO:0016616,GO:0051287,GO:0000287
GRMZM5G803503	GO:0006412,GO:0005840,GO:0003735
GRMZM5G803812	GO:0043565,GO:0006355,GO:0003700,GO:0003677
GRMZM5G803888	GO:0006355,GO:0003677
GRMZM5G803934	GO:0030244,GO:0016760,GO:0016020
GRMZM5G803949	GO:0007264,GO:0005525
GRMZM5G803952	GO:0006412,GO:0005840,GO:0005622,GO:0003735
GRMZM5G803981	GO:0016161,GO:0000272
GRMZM5G803992	GO:0006351,GO:0003899,GO:0003677
GRMZM5G804064	GO:0005524,GO:0003676
GRMZM5G804137	GO:0007050,GO:0005634,GO:0004861
GRMZM5G804247	GO:0006468,GO:0005524,GO:0004672,GO:0005096
GRMZM5G804323	GO:0019898,GO:0015979,GO:0009654,GO:0009523,GO:0005509
GRMZM5G804382	GO:0016192,GO:0006886
GRMZM5G804470	GO:0005509
GRMZM5G804575	GO:0016021,GO:0016020,GO:0022857
GRMZM5G804718	GO:0006418,GO:0005524,GO:0004812,GO:0000166
GRMZM5G804759	GO:0006629
GRMZM5G804772	GO:0005515
GRMZM5G804776	GO:0006412,GO:0005840,GO:0003735
GRMZM5G804816	GO:0006412,GO:0005840,GO:0005622,GO:0003735
GRMZM5G804881	GO:0055114,GO:0004764,GO:0003855
GRMZM5G804885	GO:0031625,GO:0006511
GRMZM5G804946	GO:0005975
GRMZM5G805008	GO:0005515
GRMZM5G805026	GO:0003677
GRMZM5G805030	GO:0055085,GO:0022857,GO:0016021
GRMZM5G805134	GO:0019898,GO:0015979,GO:0009654,GO:0009523,GO:0005509
GRMZM5G805293	GO:0006412,GO:0005840,GO:0005622,GO:0003735
GRMZM5G805387	GO:0006355,GO:0005634,GO:0003700,GO:0046983,GO:0003677
GRMZM5G805485	GO:0005515
GRMZM5G805505	GO:0006355,GO:0003700
GRMZM5G805526	GO:0006412,GO:0005840,GO:0005622,GO:0003735
GRMZM5G805585	GO:0008152,GO:0003824
GRMZM5G805609	GO:0005975,GO:0004553
GRMZM5G805627	GO:0006412,GO:0005840,GO:0003735
GRMZM5G805685	GO:0003677
GRMZM5G805732	GO:0016020,GO:0015171,GO:0003333
GRMZM5G805780	GO:0016485,GO:0016021
GRMZM5G805874	GO:0055085,GO:0016020,GO:0015297,GO:0015238,GO:0006855
GRMZM5G806108	GO:0006468,GO:0005524,GO:0004672
GRMZM5G806257	GO:0016779,GO:0009058,GO:0005515
GRMZM5G806309	GO:0016593,GO:0016570,GO:0006368
GRMZM5G806430	GO:0006468,GO:0004672
GRMZM5G806435	GO:0008408,GO:0006260,GO:0003887,GO:0003677,GO:0000166
GRMZM5G806449	GO:0055114,GO:0016491,GO:0045454
GRMZM5G806488	GO:0006412
GRMZM5G806735	GO:0042546,GO:0016020,GO:0008107
GRMZM5G806742	GO:0016844,GO:0009058
GRMZM5G806771	GO:0006412,GO:0005840,GO:0005622,GO:0003735
GRMZM5G806804	GO:0048544
GRMZM5G806839	GO:0006355,GO:0003700
GRMZM5G807054	GO:0070403
GRMZM5G807064	GO:0005515,GO:0008270,GO:0006355,GO:0005634,GO:0004402,GO:0003712
GRMZM5G807217	GO:0016020,GO:0008565,GO:0006886,GO:0005737
GRMZM5G807276	GO:0055114,GO:0016491
GRMZM5G807350	GO:0005515
GRMZM5G807616	GO:0016020,GO:0005509,GO:0004571
GRMZM5G807639	GO:0016746,GO:0008152
GRMZM5G807767	GO:0005515
GRMZM5G808290	GO:0048046,GO:0016762,GO:0006073,GO:0005618,GO:0005975,GO:0004553
GRMZM5G808366	GO:0009725,GO:0006355,GO:0005634,GO:0003677
GRMZM5G808402	GO:0046034,GO:0015992,GO:0033178,GO:0016820,GO:0015991,GO:0005524
GRMZM5G808472	GO:0006351,GO:0003899,GO:0003677
GRMZM5G808624	GO:0015937,GO:0005524,GO:0004594
GRMZM5G808737	GO:0016787
GRMZM5G808876	GO:0004017,GO:0019205,GO:0006139,GO:0005524
GRMZM5G808939	GO:0019684,GO:0016168,GO:0016020,GO:0009767,GO:0009521
GRMZM5G809078	GO:0006260,GO:0003896
GRMZM5G809195	GO:0006355,GO:0005634
GRMZM5G809262	GO:0016844,GO:0009058
GRMZM5G809265	GO:0007264,GO:0005525
GRMZM5G809361	GO:0017176
GRMZM5G809445	GO:0003676
GRMZM5G809546	GO:0016020,GO:0015031
GRMZM5G809587	GO:0055085,GO:0016021
GRMZM5G809695	GO:0005515,GO:0006468,GO:0005524,GO:0004672
GRMZM5G809869	GO:0006412,GO:0005840,GO:0005622,GO:0003735,GO:0015935
GRMZM5G810061	GO:0005525
GRMZM5G810393	GO:0055114,GO:0020037,GO:0016705,GO:0005506
GRMZM5G810727	GO:0005975,GO:0004553
GRMZM5G811034	GO:0006468,GO:0005524,GO:0004672
GRMZM5G811069	GO:0008168,GO:0006480
GRMZM5G811095	GO:0055085,GO:0016021
GRMZM5G811212	GO:0055114,GO:0016491,GO:0016615,GO:0006108
GRMZM5G811223	GO:0005525,GO:0003924
GRMZM5G811310	GO:0006468,GO:0005524,GO:0004672
GRMZM5G811408	GO:0006468,GO:0004672
GRMZM5G811567	GO:0016787,GO:0005524,GO:0003677
GRMZM5G811593	GO:0016020,GO:0006810,GO:0005215
GRMZM5G811633	GO:0016567,GO:0004842
GRMZM5G811749	GO:0006412,GO:0005840,GO:0005622,GO:0003735
GRMZM5G811797	GO:0007264,GO:0005525
GRMZM5G812021	GO:0006412,GO:0005840,GO:0005622,GO:0003735
GRMZM5G812143	GO:0006508,GO:0004185
GRMZM5G812228	GO:0008152,GO:0003824
GRMZM5G812272	GO:0043565,GO:0006355,GO:0003700
GRMZM5G812289	GO:0003682,GO:0006351,GO:0005634,GO:0003677
GRMZM5G812371	GO:0051087
GRMZM5G812373	GO:0016020,GO:0006810,GO:0005215
GRMZM5G812425	GO:0006629
GRMZM5G812500	GO:0016758,GO:0008152
GRMZM5G812525	GO:0005515
GRMZM5G812538	GO:0055085
GRMZM5G812548	GO:0006468,GO:0004672
GRMZM5G812553	GO:0016301
GRMZM5G812555	GO:0055085,GO:0016020,GO:0006810,GO:0005215
GRMZM5G812707	GO:0005634,GO:0003677
GRMZM5G812871	GO:0016787
GRMZM5G812883	GO:0046983
GRMZM5G812921	GO:0005515
GRMZM5G812923	GO:0055114,GO:0016491,GO:0016209
GRMZM5G812926	GO:0005515
GRMZM5G813007	GO:0008080
GRMZM5G813019	GO:0006412,GO:0005840,GO:0003735,GO:0005622
GRMZM5G813111	GO:0005515,GO:0016568,GO:0005634
GRMZM5G813217	GO:0051082,GO:0006950,GO:0006457,GO:0005524
GRMZM5G813244	GO:0006950
GRMZM5G813259	GO:0003723
GRMZM5G813470	GO:0055085,GO:0046873,GO:0030001,GO:0016020
GRMZM5G813627	GO:0003676
GRMZM5G813651	GO:0006355,GO:0003677
GRMZM5G813886	GO:0016887,GO:0005524,GO:0016020
GRMZM5G813909	GO:0006508,GO:0004222,GO:0071586,GO:0008233
GRMZM5G814035	GO:0016746,GO:0006644
GRMZM5G814057	GO:0016021
GRMZM5G814159	GO:0003676
GRMZM5G814279	GO:0006355,GO:0005634,GO:0003700,GO:0046983,GO:0003677
GRMZM5G814288	GO:0006364
GRMZM5G814389	GO:0006629
GRMZM5G814718	GO:0055114,GO:0016491,GO:0005507
GRMZM5G814787	GO:0005759
GRMZM5G814851	GO:0016597,GO:0008152,GO:0006468,GO:0004672
GRMZM5G814983	GO:0046872,GO:0000166
GRMZM5G814985	GO:0006396,GO:0004525,GO:0003723
GRMZM5G815009	GO:0005515
GRMZM5G815077	GO:0006887,GO:0000145
GRMZM5G815145	GO:0009073,GO:0004106
GRMZM5G815325	GO:0033177,GO:0015991,GO:0015078
GRMZM5G815369	GO:0016746,GO:0016021,GO:0006506,GO:0005789
GRMZM5G815453	GO:0016984,GO:0015977,GO:0000287
GRMZM5G815606	GO:0006412,GO:0005840,GO:0005622,GO:0003735
GRMZM5G815665	GO:0016758,GO:0008152
GRMZM5G815894	GO:0006412,GO:0005840,GO:0005622,GO:0003735,GO:0008097
GRMZM5G816031	GO:0006468,GO:0005524,GO:0004672,GO:0030246
GRMZM5G816240	GO:0005515
GRMZM5G816314	GO:0006355,GO:0003700
GRMZM5G816432	GO:0009116
GRMZM5G816457	GO:0043565,GO:0006355,GO:0003700
GRMZM5G816561	GO:0055114,GO:0020037,GO:0016705,GO:0005506
GRMZM5G816636	GO:0006096,GO:0003872
GRMZM5G816745	GO:0016887,GO:0005524
GRMZM5G816772	GO:0016820,GO:0016021,GO:0005739
GRMZM5G817035	GO:0016192,GO:0016021,GO:0006810
GRMZM5G817037	GO:0051603,GO:0005839,GO:0004298
GRMZM5G817173	GO:0055114,GO:0050660,GO:0016491,GO:0019139,GO:0009690
GRMZM5G817255	GO:0003676
GRMZM5G817395	GO:0008017,GO:0007018,GO:0005524,GO:0003777,GO:0005871
GRMZM5G817436	GO:0016020,GO:0006810,GO:0005215
GRMZM5G817559	GO:0016747
GRMZM5G817854	GO:0046983
GRMZM5G817886	GO:0030170,GO:0008483
GRMZM5G817934	GO:0005515
GRMZM5G817964	GO:0016887,GO:0005524,GO:0016020
GRMZM5G818068	GO:0016758,GO:0008152
GRMZM5G818101	GO:0003824
GRMZM5G818106	GO:0006629
GRMZM5G818111	GO:0006412,GO:0005840,GO:0003735,GO:0005622
GRMZM5G818186	GO:0051287
GRMZM5G818213	GO:0006629
GRMZM5G818279	GO:0005524
GRMZM5G818431	GO:0006468,GO:0005524,GO:0004672
GRMZM5G818631	GO:0055114,GO:0051287,GO:0016616,GO:0008152
GRMZM5G818643	GO:0046983
GRMZM5G818776	GO:0046983
GRMZM5G818791	GO:0016818,GO:0005634,GO:0005524,GO:0003723
GRMZM5G818977	GO:0008080
GRMZM5G819035	GO:0003676
GRMZM5G819320	GO:0016884
GRMZM5G819452	GO:0003676
GRMZM5G819464	GO:0005524
GRMZM5G819523	GO:0045454,GO:0015035,GO:0009055
GRMZM5G819540	GO:0016020
GRMZM5G819919	GO:0043531
GRMZM5G819948	GO:0006260,GO:0003887,GO:0003677
GRMZM5G819999	GO:0016787
GRMZM5G820122	GO:0016887,GO:0005524,GO:0055085,GO:0042626,GO:0016021,GO:0006810
GRMZM5G820163	GO:0006468,GO:0005524,GO:0004672,GO:0030246
GRMZM5G820188	GO:0045454,GO:0015035,GO:0009055
GRMZM5G820250	GO:0016020,GO:0015002,GO:0019646
GRMZM5G820287	GO:0006418,GO:0005524,GO:0004812,GO:0000166,GO:0055114,GO:0006635,GO:0005777,GO:0003997,GO:0003995
GRMZM5G820460	GO:0005515
GRMZM5G820733	GO:0055114,GO:0016491,GO:0008152
GRMZM5G820822	GO:0008234,GO:0006508
GRMZM5G820996	GO:0006412,GO:0005840,GO:0005622,GO:0003735
GRMZM5G821024	GO:0043565,GO:0006355,GO:0003700
GRMZM5G821027	GO:0006412,GO:0005840,GO:0005622,GO:0003735
GRMZM5G821057	GO:0005524
GRMZM5G821252	GO:0016020,GO:0006810,GO:0005215
GRMZM5G821267	GO:0016567,GO:0004842
GRMZM5G821411	GO:0016020,GO:0005509,GO:0004571
GRMZM5G821433	GO:0055114,GO:0016620
GRMZM5G821444	GO:0043531
GRMZM5G821527	GO:0016021
GRMZM5G821551	GO:0006418,GO:0005524,GO:0004812,GO:0000166
GRMZM5G821611	GO:0008270
GRMZM5G821904	GO:0016021
GRMZM5G821988	GO:0005515,GO:0003723
GRMZM5G822100	GO:0055114,GO:0020037,GO:0016705,GO:0005506
GRMZM5G822137	GO:0046872,GO:0030001
GRMZM5G822426	GO:0045454
GRMZM5G822440	GO:0005515
GRMZM5G822591	GO:0016192,GO:0006886
